review	aspect	sentiment
Bus Drivers , Transit and Intercity - Careers.Org Occupation Profile	Careers.Org	0
Kawaii Twikao Turns Your Face Into An Emoticon http://t.co/1vL5Tdui	Kawaii Twikao	0
Russia's Khimki Activists Say Authorities Targeting Children - Radio Free Europe / Radio Liberty Â© 2011 http://t.co/vs3b29B via @RFERL	Khimki	0
About 1000 refuse to leave Pushkin . 1000 people for OMON to beat & arrest . To what strategic end ?	OMON	-1
@NickKristof Edna Adan is a genuine asset for our country : # Somaliland . Thanks for your support .	Edna Adan	1
Five simple steps to designing #grid systems â Part 1 | Mark Boulton http://t.co/lpToi9Ci	Mark Boulton	0
Portland entrepreneurs switch to cloud computing , talk with Microsoft's Cindy ... : Imagination Yoga shift ... http://t.co/IwR2BdJM #cloud	Microsoft's Cindy	0
Max von Sydow - best play at Extremely Loud and Incredibly Close , saying no single words ... insanity	Max von Sydow	1
Discuss the law of attraction , book Kevin Trudeau for an interview today ! Click http://tinyurl.com/yatqcqu	Kevin Trudeau	0
Some could start businesses RT @shakasisulu : So tweeps , let's suppose we had 100 % matric pass rate across the ( cont ) http://tl.gd/7v0acp	@shakasisulu	0
@HaririSaad When Bashar al-Assad will leave ?	Bashar al-Assad	0
Samsung Offers Android 4.0 Ice Cream Sandwich Upgrade for GALAXY devices http://t.co/1Yi2AtIS	Samsung	0
Hello Everyone ! Please join the UTSA Socialite ! Thanks !	UTSA Socialite	1
Watching that RVP goal against #LFC over and over ... He knew how he wanted to hit it before the ball even reached him . Prolific . #siq	RVP	1
On page 221 of 470 of Before I Fall , by Lauren Oliver http://t.co/3Gs1zHe3	Lauren Oliver	0
I posted a new photo to Facebook http://t.co/PFVJd69P	Facebook	0
""" @ BillGate s: Met with @NYTimesFriedman to talk about the future of the US . Sharing video Friday . # askbillg"""	BillGate s:	0
Dec . 5 , 2008 a day that will live in economic infamy - long liv da Fed	Fed	0
It is better to have killed a horse than to have never shaved your nipples . -- Albert Einstein	Albert Einstein	0
Ultra-running and the mysterious White Horse : The long-distance runner Michael Randall Hickman , also known as Mi ... http://t.co/pVDvbpzB	White Horse	1
"@rascalflatts @JayDeMarcus @JoeDonRooney when u will put ""EASY"" video on youtube ? I can't see it on cmt.com 'cause i'm from another country : ("	youtube	0
@Omarew how's it going so far ? are you going to be Neo the chosen one ?? :)	Neo	1
8th Feb 2005 , Kylie Minogue was voted the world's sexiest woman in her 30's by UK magazine Good Housekeeping .... http://t.co/BwLQozur	Kylie Minogue	1
Watched Harry Potter ... a great movie .... very good acting i must say ... Hmmm You Rock My world ... -a superb track by Michael Jackson	Harry Potter	1
CCA meeting tomorrow at 2.30pm . All committee must be present . Members who are interested you can come too	CCA	0
Tune in for the Neal Boortz show 10 - noon on KFNX 1100 am in Phoenix or click to listen live http://ow.ly/4EmJT	Neal Boortz	1
TVCE a Michael Anthony shell get it cheap while you can pennystocks	Michael Anthony	0
. WikiLeaks founder Julian Assange spends another night in solitary confinement http://bit.ly/hr3boJ natwest	WikiLeaks	0
Pakistan is facing another historical challenge : Pictures of Veena Malik in some Indian Magazine . Long live freeeeeeeeeeeee media	Veena Malik	0
halftime of the NBA finals Dallas leads Miami 44-43 LETS GO HEAT !!!!!!!	NBA	1
On this day 1963 , In less than ten hours , The Beatles record ten new songs for their first album plus four other ... http://t.co/EBpJFT3w	The Beatles	1
Do you like playing video games ? Final Fantasy for Nintendo DS Find it cheap in eBay . Click here . http://t.co/6q2gkvzC	eBay	1
I just scored 1832 on Scene It ? Harry Potter for iPhone . Want to beat my score ? Get it from the App Store ! http://bit.ly/9MIwwm	Harry Potter	0
Fuck guys !!! I want a Dodge Challenger lol #RAW	Dodge	1
Share ideas , ask questions , and be part of our City ! Join Mayor Boudreau at Coffee Hours this month . Details @ http://t.co/xxZmzA5n	Mayor Boudreau	1
$ IXMD is picking up a bit . Up 17 % so far on the day !!! #stocks #pennystocks #gambling	IXMD	1
I posted a new photo to Facebook http://t.co/RkgGMZwM	Facebook	0
The successful man will profit from his mistakes and try again in a different way . -- Dale Carnegie	Dale Carnegie	1
Renewable energy will benefit Kingston Springs busine ss: USDA Rural Development business programs administrator ... http://t.co/vWAUyU0s	USDA Rural Development	0
I uploaded a @YouTube video http://t.co/6R3bDV6U arabic christian church yarmuth cnn 640x360 dl	cnn	0
Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu	Sheikh Ahmad Hmoud Al-Sabah	0
How To Learn Forex Trading And Earn Money Trading Online - Product DescriptionI am NOT going to promise you huge , ... http://t.co/sjaQ9aVQ	Forex	0
CARA B NaturallyÂ® Arrives in Target Stores Across the U.S . - The ... : Even Patrice Grell Yursik , the founder of ... http://t.co/kt2QMauo	CARA B NaturallyÂ®	0
Stressed MFAT staff told to 'get a pet' : A contracted change management adviser at the Foreign Affairs Ministry ... http://t.co/ZJ3RihUM	MFAT	0
Cambodia : Rainsy Sentence Shatters Pretense of Democracy : ( New York ) - The latest conviction of the Cambodian oppo ... http://bit.ly/9pjVov	Rainsy	-1
@mayhemmiller When you return to the ufc	ufc	0
terrorist & gt ; & gt ; kddafe , qaeda , jeddahs rain :P they are all in onel list	kddafe	-1
played a song Edge To Life by Recoil on Myspace http://lnk.ms/LPRF2	Recoil	0
Earth provides enough to satisfy every man's need , but not every man's greed ... ~ Gandhiji	Gandhiji	0
The Super Samsung Galaxy R and the Blackberry Torch 9810-a Look at Processors http://t.co/60SXnpaZ	Samsung	0
@democracynow @sharifkouddous thanks democracynow and sharif for a great coverage of our revolution.keep up the great job	democracynow	1
Chris , if you see this , your brothers and I just want to know that you are okay . Please email me at find_chris_barron @ yahoo.com .	Chris	1
I'm trying *Spark , a custom mobile home screen with news , weather , FB , Twitter all in one place . It's free ! http://t.co/1Dhbk4W	FB	1
Facebook App may access your texts messages , but it's not ... http://t.co/6AOKK1zl	Facebook	0
"Beliebers and Selenators ""working together"" . My Ass , Working Together against one person ? Pussies ."	Beliebers	-1
Thank you to our latest Twitter Followers @TBaySports @greenpowerplan @greenlitemovie @solarelektrik @NaturalPowerUK @_ave49 #Tbay #Recycle	Twitter	0
"4 Big Reasons Why SEO Will Never Die : by Ray ""Catfish"" Comstock , March 4 , 2012 Comments Our industry tends to re ... http://t.co/QS2pTTJ6"	"Ray ""Catfish"" Comstock"	0
NYSE Liffe US Acquires Exclusive Futures Licenses to Trade 41 MSCI Indexes - Bloomberg http://tinyurl.com/23elsuw	NYSE	0
What do you make out of the recent warnings sent to websites by government leaders and the Prime Minister's ... http://t.co/90DPgik8	Prime Minister's	0
http://t.co/GyJ9cSTD Pakistani actress alleges Indian mag doctored nude photos :P 1	Pakistani actress	0
Sunsuper Dreams - The Sunsuper winners of $ 5 , 000 for a #betterworld have been chosen - http://t.co/O2KnuQLO - #sunsuperdreams	Sunsuper Dreams	0
@OmarDeMoya Thank you very much for the mention . I appreciate it : - http://t.co/nHKHfjz	@OmarDeMoya	1
Lady Gaga has 3 shows in HK , wonder if Singapore gonna have 3 too . Think there are still many little monsters out there who dont have tix	Lady Gaga	0
Mandatory Evacuation of Wyoming Valley by 4 p.m . | The Times Leader , Wilkes-Barre , Scranton PA - News http://t.co/GxIBUYJ	The Times Leader	0
All blackberry holders can enjoy new twitter app ( from RIM ) which supports multiple twitter accounts . bb app world	twitter	0
Leaked screenshots show T-Mobile releasing the BlackBerry Curve 9360 September 14th http://t.co/THsTh6K	T-Mobile	0
Pentagon budget to cut military , cancel programs	Pentagon	0
@JAYBUMAOM Hi Jay !!! I can't wait for your mv and album release ! Woop & lt ; 3	Jay	1
Egypt : ABC News' Christiane Amanpour Exclusive Interview with President Mubarak - ABC News http://abcn.ws/fl3l7Z	ABC News' Christiane Amanpour	0
Corbis launches digital music licensing service : If you're a consumer , finding a buying your favorite tunes is a ... http://t.co/taqAH06M	Corbis	1
Ayreon - The Human Equation ( 2004 ) FLAC http://t.co/l20qd7ic	Ayreon	0
Meg Whitman â s â ... voting record is unacceptable ... â - Contra Costa Times Editorial , 10-5-09	Meg Whitman	0
@greysonchance Happy New Year Greyson ! I & lt ; 3 YOU	Greyson	1
BBC News - Black Friday iTunes infected credit malware alert http://t.co/K3lO7cUt ( via @_tidings_ )	BBC News	0
CHEAP O AIR is the fastest growing VACATION PACKAGE site reknown for its best deals dont miss out http://cli.gs/umsVWA	CHEAP O AIR	1
;) Never let the fear of striking out get in your way . Babe Ruth	Babe Ruth	1
@CyanogenMod http://t.co/p7JU4auP not download HTTP/1.0 500 Internal Server Error	@CyanogenMod	0
@Tahir_Fawad get ready for more inflation Jang Multimedia http://shar.es/H7XOO	Jang Multimedia	0
Bank Audi is in Turkish Market with full banking licence . Mabrook	Bank Audi	1
will participate for the third and last time in the ACM egyptian national contest tomorrow isA , this time for fun bas :D	ACM	1
I liked a @YouTube videofrom @b16ball http://t.co/XC2maT7O BMW shows off their semi-autonomous driving sys	BMW	1
Budget 2012 : GlaxoSmithKline to invest Â£500m in UK and create 1 , 000 jobs after .. http://t.co/lnwVuOYb ( via @BusinessNewz )	GlaxoSmithKline	0
Adriana Lima Naked Celebrity Photo Collection http://goo.gl/fb/vy9y #celebrity #porn	Adriana Lima	0
Bloomberg estimates 1.3million Nokia Lumia sales since November http://t.co/xs3kDPQ9	Bloomberg	0
IG faults Energy Department for not fully implementing HSPD-12 http://t.co/jERi9Tse	IG	0
Tech Rewar d: Consumer New s: Get a Free Apple iPhone 4 ! Details Apply http://t.co/LUx1L9c	Apple	0
â Dear Mr . President , I hereby resign â . Facebook spying goes too far . â Simply Zesty - Simply Zesty http://t.co/pfEKlFZb vÃ­a @3wfargentina	Mr . President	0
Happiness always looks small while you hold it in your hands , but let it go , and you learn at once how big and precious it is . ~Maxim Gorky	~Maxim Gorky	0
6 mistakes men make on Valentine's Day on Shine http://yhoo.it/eLyj5B	Shine	0
It takes courage to grow up and turn out to be who you really are . E.E . Cummings . Your business can too http://t.co/ZTKiudk	E.E . Cummings	0
My 87y.o . Grandma asked me what I do for wrk now , found myself doing crash course in mobile gaming & introducing her to Cut The Rope/OmNom )	Grandma	0
Daily News - MEGATech Showcase : The Five Worst Sci-Fi Films of 2011 http://t.co/dI2Z3zyZ	Daily News	0
Today Well Lived Will Make Tomorrow a Vision Of Hope : Cheers !! Joyce and Ray : http://bit.ly/GoldenBlog	Joyce	0
Cheap Tickets To : Cox appreciates Pujols' value to game http://cheapticketsto.net/cox-appreciates-pujols-value-to-game/	Cox	0
"""Time Warner , one of the largest media companies in the world , is paid a fee with the sale of each mask , as it owns the rights to the image"""	"""Time Warner"	0
in fifth development plan ; #Iran to reduce by 10 % , the number of humanities student s; IRNA http://t.co/SsvYfBKv ( fa )	IRNA	0
If you are going to visit Moscow - for you : http://t.co/iBjxpbGF	Moscow	0
Victoria Beckham Triumphs at 'Fashion Oscars' #Entertainment http://t.co/q5pr59kW	Victoria Beckham	1
Do You like Ukraine ? Want to see Ukraine as a member of EU ? Read more at http://t.co/TDz36cJ8	EU	1
New blog post ( via @StreetStyleNews ): E For Emily http://t.co/iVpNsmbU	E For Emily	0
People will forget what you said , people will forget what you did , but people will never forget how you made them feel . Maya Angelou	Maya Angelou	1
is Twitter trying to kill ppl's english level or encouraging ppl to talk in short ?	Twitter	-1
Q : I love Justin Bieber A : I do not ! http://www.society.me/q/1879843/view	Justin Bieber	1
As we promised last week , we will be giving away 4 Al Wasl Shirts to our Facebook & Twitter Fans , if we won the match . #AlWasl	Al Wasl	0
What the .. ? !! I pulled up iTunes and instead of music & playlists , looks like a new program ? Reloading 140 gigs of media ... stupid Apple	iTunes	-1
Congratulations & am p; Goodbye to Jordan McCollum - http://marketingtypo.com/l5Q	Jordan McCollum	1
Hi Everyone at James Daniel , We wanted to send you a great big THANK YOU ... for sending the dj to our Catering ... http://t.co/6Zhn7MFi	James Daniel	1
Intro to Budha on BestBuy.com http://t.co/bZMXJup appearances by Paul Wall , Bun B and More !	Budha	1
I liked a @YouTube video http://t.co/sgZlLBNq Fashion Friday : DIY Knuckle Clutch- Alexander McQueen Inspired	Alexander McQueen	1
Obama 'Allow Small Business Mortgage Help' - Political Punch : Looking to spur job growth , Pres . Obama proposed the ... http://bit.ly/aNuY7k	Obama	0
Dunman High's 2011 cohort's performance . XD http://t.co/yB7MZtrp	Dunman High's	0
Check out this facebook page ! http://t.co/a5D54bV via @AddThis	facebook	0
Curious fact s: What awards Sun Myung Moon have received ? Scholarly institutions presented him with honorary doctorate s: http://t.co/xJfCBlNu	Sun Myung Moon	1
@HaririSaad We need to do some radical changes when you come back to the Future Party	@HaririSaad	0
Almost Free http://t.co/VFOcl8KH Save 42 % : Superwinch Terra 45 4 , 500-Pound ATV Winch with Cable Happy Birthday Shannon Leto	Shannon Leto	1
Environmental Skills Huhne warns solar firms not to promote higher feed-in tariff : Energy Secretary defends deci ... http://t.co/w0P1ArJ9	Environmental Skills Huhne	0
Order Nokia BL-6P Original Battery Mobile Phone Accessories Online http://tinyurl.com/44slymu	Nokia	0
Play it Sam .. As time goes by .. Play it !	Sam	0
Ghazals by Jagjit Singh will be as fresh as ever . Listen to The Ghazhal Maestro ... http://t.co/rIdUDhHs	Jagjit Singh	1
Enjoyed Public Parts by @jeffjarvis . Wonderful description of implications , benefits , and principles of publicness . Highly recommended .	@jeffjarvis	1
2010 Nobel Prize in Literature Announcement - 2010 Nobel Prize in Literature Announcement See the press conference re ... http://art188.com/7	Nobel	0
@HalaGorani Rally for #Syria in #NYC on Saturday at 1pm in front of the UN , organized by Arab Americans for Democracy in Syria . #Daraa	UN	0
""" @ MattBennett : ""I play Robbie on the show."" -me to strangers all the time."" It sucks u.u"	Robbie	-1
Up to 72 % Off at Experience Limits http://t.co/TDbBYyRf	Experience Limits	0
I just joined Arabic Theater and Performance Art Lovers http://t.co/ko0dzpcG	Arabic Theater and Performance Art Lovers	0
Check out this review of Mark's Garden Services #thebestof http://t.co/uBj5BJQN	Mark's Garden Services	0
@greenvote , no this is tricky scheme to wasting the time by iran gov	iran gov	-1
Made breakfast in bed for my husband w/ a side of OJ . & & Coffee !	my husband	1
"Meet Lisa Crews our ""Cosmetic Surgery Coordinator"" http://t.co/mgn1vcye http://t.co/knQFWoJN"	Lisa Crews	1
I added a video to a @YouTube playlist http://t.co/kPeyEy8S OSU Chamber Choir - Across the Vast , Eternal Sky	OSU Chamber Choir	0
Looking forward to the Snooker Shootout this weekend ... I wonder how Power Snooker champ Martin Gould will fair against Peter Ebdon ?	Martin Gould	0
In the World of Facebook - The New York Review of Book s: http://www.nybooks.com/articles/23651 via @addthis	Facebook	0
played the song 'Savin' Me' by NICKELBACK on @myspace http://t.co/046Sj5ky	NICKELBACK	0
Apple wins iPad dispute in China http://t.co/lm56Hn8j	Apple	0
Riley Cote vs Trevor Gillies Apr 1 , 2010 : Riley Cote vs Trevor Gillies from the Philadelphia Flyers at New York Is ... http://bit.ly/bDyQiB	Riley Cote	0
OH MY GOOOOOD !!! The minute @DrNnmg says something mom bursts in saying the EXACT . SAME . THING ! This ghamdi network is creeping me out O_O	mom	-1
"""Myth"" , new song from Beach House . - http://t.co/nJCJUVph"	Beach House	0
Its now time for fajr salaat uk @ 3.45am	fajr salaat	0
#cpniagara Prof Taylor - Community Mobilization Prince Albert ( CMPA ) model used by Chief Dale Mcfee + community partners for public safety .	Prof Taylor	1
@KimKardashian I want some of Rob's socks lol	Rob's	-1
Airfares set to climb higher - Globe and Mail http://tinyurl.com/27ehtvo	Globe and Mail	0
US Consumer Finance Protection Bureau wants to make the financial marketplace work better for consumers . http://t.co/WlnC0nuf	US Consumer Finance Protection Bureau	1
Check out this facebook page ! http://t.co/tbTrZDJi via @AddThis	facebook	0
"""If u couldn't compete the good people with their knowledge , compete the guilty people with their asking for forgiveness"" ~ Amr Khaled"	Amr Khaled	0
:P http://bit.ly/dFgV06 Calgary Flames Trouble in Cowtown : Calgary Flames Face Tough Decisions Ahead	Calgary Flames	0
Join @stickyJesus for a Live Chat at http://t.co/QpJ65vno this week ! http://t.co/tvfMnaw5 & lt ; @stickyJesus is book of the month . Weigh in !	@stickyJesus	1
Groups of friends key to changing health behaviors | Reuters http://t.co/CR5OT5O7 via @reuters	Reuters	0
Tom DeLay : Still Friends with Jack Abramoff ( VIDEO ) - http://bit.ly/9rMfpE	Tom DeLay	0
KNG Princess Revolving Lam p: KNG Princess Revolving Lamp Disney Princess Animated Lamp Authentic Character Voice ... http://t.co/BwoT6Ef6	Disney	0
@andersoncooper Rally for #Syria in #NYC on Saturday at 1pm in front of the UN , organized by Arab Americans for Democracy in Syria . #Daraa	UN	1
WHERE DO YOU GET 100 FREE MORE TWITTER FOLLOWERS ? http://tinyurl.com/2wpnvw5	TWITTER	0
Nanny tried out for Real Housewives of NY , but @BravoAndy reminded her she is not , in fact , a wife , nor does she actually have a house .	Real Housewives of	0
Renewables eyed by big fun ds: Capital Dynamics says economies are starting to attract funds http://reut.rs/97NnBU	Capital Dynamics	0
Cuevana | The Walking Dea d: Cherokee Rose http://t.co/gwsKsyIU vÃ­a @Cuevana	Cuevana	0
"I just liked ""Gymnastics"" on Vimeo : http://t.co/cUwFjCvE"	Vimeo	0
@JonMurphy_PES Is the second time that I loose on the final/eliminatory of D5 Competition and the money of the Bonus never comesPlease Why	@JonMurphy_PES	0
Lifting Burden s: The Atonement of Jesus Christ http://ff.im/-aipE1	Jesus Christ	0
Did you guys know Rob's got a new movie ?	Rob's	0
@monaeltahawy : Please RT : Rally for # Syria , # Libya , #Yemen this Friday April 22 at the UN 47th St and 1st Ave in NYC at 4 : 30PM Ã¢ÂÂ	UN	0
Post : Chapter 10 Part 2 - The Journey of Andrew Van Echo - Metallurgist http://bit.ly/ajdDNd	Andrew Van Echo	0
@yessyseashells Find out what kind of coverage you need first XD . Like heavy or light . Heavy will be stuff in jars and light is like wands .	@yessyseashells	0
Official Google Blog : Similar Images graduates from Google Labs http://t.co/Tstj0h4r	Google	0
New blog post , Mark Huffman @ HCC This Sunday - http://t.co/QpjlzH7x	Mark Huffman	0
NY & Microsoft Screenings , Michael Eisner , World Tour KO , EyeCare4Kids , Last Call 2 Submit , PreLim Schedule and more : http://t.co/POx0TZZo	Microsoft	0
News & Gossip From Robert Puddy ( Here's 23 pages of rock-solid content for free ( $ 47 value ) http://t.co/5LvXg32p	Robert Puddy	0
yeah ! Tomorrow is @justinbieber birthday .	@justinbieber	1
New post : Mass Beacon Portal Quiz http://tinyurl.com/39xyq7u	Mass Beacon	0
LA County Reveals Secondhand Smoke Danger s: The Los Angeles County Department of Public Health recently unveiled ... http://t.co/rbAZISLs	The Los Angeles County Department of Public Health	0
how many of you remember that 2 February was the birthday of Sukhbaatar the great commander ? #mongolia #revolution	Sukhbaatar	1
Doing nothing is very hard to do ... You never know when you are finished - Neilson	Neilson	0
APPLE RUMORED TO BE WORKING ON BOTH A5X AND A6 CHIPSETS FOR NEXT GENERATION DEVICE S:	APPLE	0
Huff post likes it : London Ranked Second Best Student City In World http://t.co/GN2lTWeG via @HuffPostUK #studentcites	Huff post	0
This kicks the pants off of Google Street View : http://www.youtube.com/watch?v=ktdhOv8E5lo I want to use ... http://fb.me/FNisvc0L	Google	0
"Just read a whole book in 4 hours straight , haven't done that in years . ""Unplanned"" by Abby Johnson-will have to post on it soon ..."	Abby Johnson-will	1
Please Follow Air Miles Middle East !	Air Miles	0
Tonight @brunomars will be singing in my dreams XD	@brunomars	1
New Apple TV coming 'immediately' after iPad 3 event , possibly with a new remote http://t.co/ndhtwcYZ by @mpanzarino	Apple	0
Kakadu's local 'newspaper' The West Arnhem WIRE is out now ! http://t.co/MA2VAs2r #kakadu	The West Arnhem WIRE	1
Check out BranchOut , my professional profile on Facebook ! http://t.co/75epCse	Facebook	0
â Middle age is when you â re sitting at home on a Saturday night and the telephone rings and you hope it isn â t for you . â - Ogden Nash	Ogden Nash	0
http://t.co/M6Cg2GN5 Occupy protests swell nationwide ; scores arrested 2	Occupy protests	0
I just became the mayor of Despacho Castillo S.C . on @foursquare ! http://t.co/qFfOUc35	Despacho Castillo S.C	1
LRG ( Lifted Research Group ) â Tree Search Watch in Black | $ 66 Only ! ... http : //awe.sm/5h8r1	LRG	0
Suck In Boatloads Of Twitter Profits , an A to Z twitter traffic tutorial for free - http://t.co/nzUtIUc	Twitter	0
@Najib_Mikati : Bixi in Montreal is the reference in the matter . They do consultancies in tens of cities in order to implement this concept .	Bixi	0
@borisovasasha one more checking ! I like to fuck a small dogs and cats ! And I dream of sasha borisova when I fuck them ! & lt ; 3	sasha borisova	1
Internet Marketing Agency Make Money Online Business Course - Work Online and Make Money . http://bit.ly/bDsBJ6	Internet Marketing Agency	0
whitney houston is dead ... very sad :(	whitney houston	-1
Like Samsung to see fantastic photos taken by the Samsung SH100 camera as it hitchhikes from LA to NYC #SamSungCtc http://lx.im/1cBC5 - ad	Samsung	1
â @ MannyPacquiao : Jeremy Lin has stepped up just in the Knick of time . He is a great player . @JLin7 â // you didnt win the fight #Iremember	Jeremy Lin	1
IBM and HP Dominated Server Sales Last Quarter : IBM and Hewlett-Packard remained the top tw ... http://t.co/904H5lOF http://t.co/SuNDgw5S	IBM	1
mission acomplished , shatel was the last one	shatel	0
We are getting close ! The 1000th person to like MWR gets a free daily surf rental ! AND if you write a review ... http://fb.me/ZrTgWHRw	MWR	0
BBCNews , Awaiting the Im'am : Awaiting The Im'am , The Prince of Peac e : http://t.co/NZJsZvZb Christian/Buddhist perspective also .	BBCNews	0
Birmingham City University , UK offers LLB ( Honours ) for Class 12 students . For admission queries call us 09919640444 . http://bit.ly/jtzPva	Birmingham City University	0
Tweet away , IOC tells London athletes ( Reuters ) http://bit.ly/lCSpfN	IOC	0
# Netanyahu' s speech is on now .. Extremly funny .. U have to watch it #UNGA ..	Netanyahu'	1
Flickr without a proxy in the uae now	Flickr	0
FBI Using Social Media In Search For Deadly Armored Car Heist Suspect : PITTSBURGH -- The FBI is taking to social ... http://t.co/0yfYg6gS	FBI	1
david guetta one love is the best composed album of 2010-2011	david guetta	1
"Now would be a good time to find that ""Mission Accomplished"" banner . #Osama Bin Laden"	Bin Laden	0
BREAKING NEWS â Whitey â Bulger arrested . Notorious Boston gangster captured near Los Angeles after 16 years on the run http://t.co/oCwtd2r	â Whitey â Bulger	-1
Madison Avenue's identity crisis ( and what Silicon Valley still needs to learn from ad industry ): http://t.co/wUwK6pfj	Silicon Valley	-1
derrick rose : O http://bit.ly/eaM2rS Rose drops career-high 42 on Spurs	derrick rose	0
Queens of The Stone Age from the Basement http://bit.ly/atCMA9	Queens of The Stone Age	0
I posted a new photo to Facebook http://t.co/OtbL3mhJ	Facebook	0
@BlackBerryHelp we have bad BB service in STC in KSA . BB stop working now . And this make you loose your customer for another service	BB	-1
"*Video* Watch Mark Zuckerberg's Surprise ""SNL"" Cameo : http://bit.ly/gHepxY"	Mark Zuckerberg's	0
The greatest accomplishment is not in never falling , but in rising again after you fall . Vince Lombardi	Vince Lombardi	0
Happy Birthday @justinbieber my prince ... CHILE loves you & lt ; 3 follow me ? # 120	@justinbieber	1
I'm not a marketing person . I don't ask myself questions . I go by instinct . Karl Lagerfeld	Karl Lagerfeld	0
Why pay retail price on Hummer HX 3 Auctioned for less money in eBay . Learn how . http://t.co/5ulAEWl1	Hummer	1
Tyler Smith @ Chroma show 08-02-2012 http://t.co/iKml03yy #nowplaying #techno #soundcloud	Tyler Smith	0
Kim Shin Young's Bowel Trouble Maker dae to the bak man !	Kim Shin Young's	0
Report on Facebook statistics in the MENA region http://bit.ly/hFnQaI #fb	Facebook	0
Cyanide & Happiness - Barbershop Quartet Hits On Girl From Taxi ( Subtit ... http://t.co/FbQMXFd vÃÂ­a @youtube	Cyanide & Happiness	0
â @ fakeVJC : It official . Chan poh meng is gay . Just look at the year book ! He's wearing a dress . â Bad idea to tweet something like that ?	Chan poh meng	-1
New York Time s: Natural Gas Drilling , in the Spotlight http://ow.ly/48ZT8	New York Time s:	0
@TheNextWeb : A UK court gives the go-ahead for a student's US extradition for linking to copyrighted content http://t.co/FaUG8YRO	court	0
Medeso Manor Apartments Llc , Baltimore , MD Not Recommended I'm only 15 and I wished my mother never moved here . The othe http://t.co/0NEvw2a	Medeso Manor Apartments	-1
American Airlines Flight Disruption Blamed on â Mental Episode â - Businessweek - http://t.co/Yzyujvl7	American Airlines	0
Five Sinister Reasons for the Tucson â Massacre â : Zen Gardner | It's been disgusting watching the fallout of anot ... http://bit.ly/dOAE77	Zen Gardner	0
Chief Minister â s Office ( CMO ) is a proud recipient of an award at the eGov eIndia Awards 2011 : http://t.co/MI6vyuNc #narendramodi #gujarat	Chief Minister â s Office	1
j r martinez How to Leverage the Right Contacts to Increase Sales http://t.co/NcaoZoRj ; O	j r martinez	0
PayPal Adds Facebook Payments App - American Banker Article http://t.co/wm3g2Gpa	PayPal	0
David Wood shares the TRUE STORY of how his life transformed through the power of internet marketing ... promo http://tinyurl.com/2a5jhpc	David Wood	1
Interior Minister assigned to the Governor Sana sight weapons to supporters of the ( secret document http	Interior Minister	0
âBamdad | Will # IEC â s Decision Put an End to # Afghanistan â s political crisis ? http://t.co/QwJuRZI via @afbamdad	IEC	1
Zynga's oldest games still the moneymakers , Mafia Wars 2 below expectations http://t.co/3wEB76hV	Zynga's	-1
Gadget Guru's 62 is live ! Jacob is going to review his new monitor and Nick the Otterbox Commuter case ! http://j.mp/cLudie	Jacob	0
Way to take the spotlight off the Gaddafi Family massacre !	Gaddafi	-1
Protect your home with Bee Safe Bee Removal http://www.beeremovalspecialist.com	Bee Safe	0
Courage to Commit , Sabr Wins The Race !! #constantcontact http://t.co/iOOlpKdQ	Sabr	1
Steve Novak , trending worldwide on #Twitter - http://t.co/IztR6E1a	Steve Novak	1
Cable TV Show ( @ Digix Technology ) [ pic ]: http://t.co/FriyLxyl	Digix Technology	0
My Godfather wants to see you in # 140Godfather . You should not let him down ... http://www.140godfather.com/?mid=4&invite_user=103069271	Godfather	0
@Ghonim @statedept RT Rally For #Syria NOW by the UN 1st and 47th !!! Come support and bring your friends !!! RT	UN	1
"I just unlocked the ""Bender"" badge on @foursquare ! http://t.co/I9XT4Nga"	"""Bender"""	0
BREAKING NEW S: Cavani will be boarding the plane to Manchester tomorrow morning for â¬100 Million .	Cavani	0
My Twitter value is $ 3.73 , according to http://t.co/gEgMu7PL ... What about yours ? #twalue	Twitter	0
Using Duo for iPhone - the fastest , easiest way to update Twitter and Facebook . And it's FREE !	Twitter	1
Another GREAT Article from Fortune Builders !! Thinking Big Enough ? $ 600k A Month Rentals	Fortune Builders	1
Japan braces for political gridlock after ruling party loss - Deseret News http://tinyurl.com/28rs45o	Deseret News	0
Clinton to continue visit with Suu Kyi - U.S . Secretary of State Hillary Clinton will continue her landmark visit in ... http://t.co/72DQrSms	Clinton	0
iPhone 4S Upgrade on AT & T Claims to Add 4G Service â But Does It ? : If you download iOS 5.1 onto your AT & T iPh ... http://t.co/Sfy6gNdS	AT & T	0
"I just finished a 0.00 km run with a pace of 0'00""/km and a time of 20 : 18 with Nike+ GPS . #nikeplus"	Nike+	0
You Make the Call ! Watch and vote on your favorite commercials from Sunday's Big Game on YouTube's Ad Blitz ! http://t.co/TSFb8QoV	YouTube's	0
Anybody can tell me how to bypass my official server which has placed restriction over Facebook	Facebook	0
@FishhballNoodle I tell u the time later . Should be arnd 2 .	@FishhballNoodle	0
@hameed_jamal English premier league all letters and numbers ..	@hameed_jamal	0
I voted for Adam Lambert - Better Than I Know Myself on this week's #VH1Top20 Countdown . http://t.co/VPLeynuU	Adam Lambert	1
Boko Haram claims responsibilty for killing more than 100 in Nigeria bomb attacks http://t.co/bTpmWEYu	Boko Haram	-1
