review	aspect	sentiment
Images are crisp and clean.	Images	1
although its windows vista compared to windows xp sucks.	windows vista	1
We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.	Vista	-1
One more tip, please purchase this model and get a 4GB stick of RAM to save you $10	4GB stick of RAM	1
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!	hardrive	-1
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.	performance	1
The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.	runs	1
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.	system board	-1
It has plenty of memory, lots of hard drive, and great graphics.	memory	1
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.	programs	1
However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).	hinge	0
My problem was with DELL Customer Service.	DELL Customer Service	-1
Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.	RMA service	1
Design: very durable.	Design	1
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60	screen/video resolution	-1
I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.	Dreamweaver	0
I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.	warrenty	-1
Ive had to call tech support many times.	tech support	0
The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!	Apple applications	1
Not to mention it has shit gigs.	gigs	-1
I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.	memory	1
Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.	web browsing	1
Quality Display  I love HP,, it's the only computer/printer we will buy.	Quality Display	1
Despite the inconvenient weight, I opted for the 12 cell battery.	12 cell battery	1
The case is carved out of a single block of aluminum.	case	0
the features are great, the only thing it needs is better speakers.	features	1
It was still working, but there was nothing on the screen.	screen	-1
I bought this laptop and found its TAB is not functioning.	TAB	-1
-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).	TFT panel	-1
The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.	screen	-1
Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.	picture	1
The much lauded combined touch pad and clicker is a nightmare.	combined touch pad and clicker	-1
The Unibody construction is solid, sleek and beautiful.	Unibody construction	1
This MacBook is an outstanding product with great value.	value	1
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.	Windows	-1
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.	BATTERY	-1
and plenty of storage with 250 gb(though I will upgrade this and the ram..)	storage	1
"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair."	Nvidia chipset	-1
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.	extended warranty	0
Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.	Programs	-1
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS	CHARGE TIME	-1
Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.	size	-1
the key bindings take a little getting used to, but have loved the Macbook Pro.	key bindings	-1
Keyboard is reasonable size.	Keyboard	1
I find myself using the 10-key more than I thought I would.	10-key	1
The screen is bright and clear, the operating system is solid and friendly to a novice.	screen	1
It has a .1 ghz faster processor and a stock 500gb hard drive.	processor	1
The feature are good enough for what I need.	feature	1
Finally, the biggest problem has been tech support.	tech support	-1
""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output."	USB output	-1
With Windows laptops a wireless mouse is an absolute must.	wireless mouse	0
(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.	Windows	1
But if you're willing to pay another 200 dollar for a windows disc.	windows disc	0
Very good quality and well made.	quality	1
I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.	touchpad	1
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.	video card	0
It had the full sized touch pad with 2 buttons instead of just one.	touch pad	0
Typically, when I purchase a new laptop I always end up using an external mouse for convenience.	external mouse	0
It was super easy to set up and Is really easy to get used to.	set up	1
The only thing that can be updated is the video, other than that you're all set.	video	-1
Its a good laptop for its value.	value	1
Then the hard drive failed;	hard drive	-1
This is a great value for the money.	value	1
It was a great laptop, ran great and was really fast.	ran	1
The battery has never worked well.	battery	-1
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.	company	-1
The only problem is a lack of screen resolutions!	screen resolutions	-1
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.	keyboard	-1
It has many great programs, such as ILife, iPhotos and others.	programs	1
The processor went on me, the fan went and the motherboard went.	processor	-1
It is very well built.	built	1
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.	performance	1
The screen resolution was exactly what I was looking for.	screen resolution	1
Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.	Snow Leopard	1
There is no number pad to the right of the keyboard which is a bummer.	pad	-1
After 20-30 min the screen of the notebook switched off.	screen	-1
If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.	Windows 7	1
I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.	programs	1
10 hours of battery life is really something else....	battery life	1
Runs fast and the regular layout keyboard is so much better.	Runs	1
All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.	programs	1
I reinstalled windows through the recovery discs and everything seemed good again.	windows	1
Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.	Windows 7 Starter	1
Support has been lackluster and now I just want a refund.	Support	-1
First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.	3 year warranty	-1
""">  iPhoto is probably the best program I have ever worked with: easy and convenient."	iPhoto	1
I love to write and play with graphics and html programming and my new Toshiba works great on both!	works	1
My laptop now has no battery.	battery	-1
It made the computer much easier to use and navigate.	use	1
:-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.	battery life	-1
Needs longer lasting battery, More than 1 to 2 Hrs.	battery	-1
in May I started having problems with the USB ports not working.	USB ports	-1
10 plus hours of battery...	battery	1
The design is awesome, quality is unprecedented.	design	1
The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.	Mac version of Microsoft Office	1
The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.	starting-up time	1
The Toshiba Net book operates very well.	operates	1
the touch pad is fine - again, it's a real touch pad.	touch pad	1
It is also very lightweight, making transporting this computer very easy.	transporting	1
It's wonderful for computer gaming.	gaming	1
AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!	printer	1
it is very easy for anyone to use an apple and specially the mcbook pro notebook.	use	1
The flaws are, this computer is not for computer gamers because of the OS X.	OS X	-1
They really do have the worlds very worst repair service.	repair service	-1
They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.	customer service agents	-1
I was also able to install and use my Photoshop and AfterEffects programs easily.	Photoshop	1
I'm already hooked on the sleek look and dependability that this laptop has shown.	look	1
And having to deal with the company has been a even worse nightmare.	company	-1
I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!	warranty	0
It has all the features that are necessary for college and if not they are able to be added onto the computer.	features	1
I've owned this labtop for less then two months, already the mouse button has broke.	mouse button	-1
It did fairly well, other than it's poor performance, overheating and occational blue screen.	performance	-1
The touchpad is very intuitive, so much so that I never want to use buttons to click again!	touchpad	1
tons of bloatware and junk programs.	programs	-1
lots of extra space but the keyboard is ridiculously small.	space	1
Good keyboard, long battery life, largest hard drive and windows 7.	keyboard	1
The processor is very quick and effective as I load webpages and applications.	processor	1
My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!	battery	-1
It pretty much does everything we could ever need, and looks great to boot.	boot	1
As a lifelong Windows user, I was extremely pleased to make the change to Mac.	Windows	-1
The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.	runs	1
I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.	use	1
Pay attention to the specs if you want these options.	specs	0
It also does not have bluetooth.	bluetooth	-1
great battery life.	battery life	1
The real stand out on this computer is the feel of the keyboard and it's speed.	keyboard	1
At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.	specs	1
Delivery was early too.	Delivery	1
And that probably explains why I've already had my SATA controller go bad within a year of buying it.	SATA controller	-1
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).	video editing	1
My main reason to convert was the imovie program.	imovie program	1
It has a faster processor and more ram.	processor	1
Laptops are usually used on the go, so why not give you a better battery?	battery	-1
I wasn't a big fan of the Netbooks but this one was very well designed.	designed	1
And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.	warranty	1
I still have that stupid bluetooth mouse to!	bluetooth mouse	-1
Would like more trendy, high tech features.	features	-1
Keyboard is great but primary and secondary control buttons could be more durable.	Keyboard	1
I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.	motherboard	-1
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).	Processor	0
They say it could be the motherboard again, but Dell	motherboard	-1
2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into	patches	-1
Love the speed, especially!	speed	1
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.	system memory	1
Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.	programs	1
The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.	speed	1
Awesome laptop and the perfect size to carry around in college.	size	1
A MONTH LATER, we reinstall the OS (Vista).	OS (Vista)	-1
Some problems can be fixed if you purchase new software, but there is no guarentee.	software	-1
The battery life is also relatively good.	battery life	1
I definitely suggest getting an extended warranty, you will probably need it!	extended warranty	1
I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.	use	1
I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.	pop up windows	1
Memory is upgradable.	Memory	1
Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.	Web access	-1
The large screen also helps when you are working in design based programs like Adobe Creative Suite.	screen	1
Moral of the story:-Do not buy anything from companies that do not respect their customers.	companies	-1
This is my first Dell I heard their customer service was lacking and that they were working on improving it!	customer service	-1
As well as having the plug in the computer come loose.	plug	-1
Second HDD cover has walls inside that need to be broken if you what to install one.	HDD cover	0
If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.	applications	0
Great product by Apple with the new great looking design.	design	1
I love the keyboard.	keyboard	1
I will have to purchase Spy ware or Nortell for privacy protection.	Spy ware	0
I was said it's videocard.	videocard	-1
For the price and what I get out of it has exceeded my expectations.	price	1
If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.	drivers	-1
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.	speakers	0
Now, as easy as it is to use, and I do think it is a great STARTER laptop.	use	1
Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.	Setting	-1
It had some kind of pre installed software update that completely shut the computer down when you clicked it.	pre installed software update	-1
Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.	customer services	-1
Also, the space bar makes a noisy click every time you use it.	space bar	-1
iPhotos is an excellent program for storing and organizing photos.	iPhotos	1
Other than that its a great performing machine and well meets all my needs and more.	performing	1
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting."	software	-1
The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.	programs	1
The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.	software	0
Comfterbale to use light easy to transport.	use	1
The Computer itself is a good product but the repair depot stinks.	repair depot	-1
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.	cd drive	-1
So, the hard disk capacity really doesn't matter to me.	hard disk capacity	0
Keys stick periodically and I havent had the laptop for 45 days yet.	Keys	-1
I also like that you can scroll down in a window using two fingers on the trackpad.	trackpad	1
Everything from the design to the OS is simple and to the point.	design	1
I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.	shipping	-1
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.	gaming look	1
When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.	cost	-1
The only downfall is the volume control.	volume control	-1
Very fast boot up and shut down.	boot up	1
I finally decided on this laptop because it was the right price for what I need it.	price	1
If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.	internet connectivity	0
I had read online that some users were having sound problems.	sound	-1
My last computer, a Toshiba, cost only $400, and worked like a charm for many years.	cost	1
It discharges too quickly.	discharges	-1
But to be honest, the compatibility issues and the other little quirks make me think I ll buy a PC next time.	compatibility	-1
Then it ceased charging at all.	charging	-1
I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.	trend micro	0
The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.	warrenty	-1
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.	plastic piece	0
Wonderful sleek case design is only on the outside.	case design	1
It is speedy when connected wirelessly to any network regardless if the connection is weak or not.	connection	0
The pricing is very competitive.	pricing	1
Connecting to my wireless router via built-in wireless took no time at all.	built-in wireless	1
This computer is exceptionally thin for it's screen size and processing power.	screen size	1
I have not had a problem with the applications quitting or freezing.	applications	1
This wiped out several programs that were installed on the computer when it was bought.	programs	-1
It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.	graphics	1
I have Vista, so I am unable to install and uninstall  some programs.	Vista	-1
The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.	screen	1
the mouse jumps around all the time and it clicks stuff i dont want it too.	mouse	-1
For those that care about noise this thing doesn't really make any;	noise	1
I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.	IWORKS	1
The macbooks are small enough to be very portable yet hold tons of information and performance.	performance	1
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.	software	-1
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.	application	0
The mousepad is a huge pain in the arse!	mousepad	-1
I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.	Windows 7	0
) I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.	Applecare	0
Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.	memory	0
since then i have had minor problems with slow operation.	operation	-1
Registration/1st use is easy.	use	1
Take your time and go through the tutorials patiently.	tutorials	0
This time the mouse pad and right click key wouldn't work!	mouse pad	-1
The first full charge of this battery got me only about 2 full hours.	full charge	-1
I bought a cordless mouse for it, but don't always take it out;	cordless mouse	1
i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.	runs	1
They only stay charged a little over an hour.	charged	-1
I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.	tech support	0
Keyboard could use some trimming.	Keyboard	-1
Its white color is stylish for college students and easy to take to carry and take to classes.	color	1
Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.	keyboard	-1
I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.	warranty	1
The letter A stopped working after the first week.	letter A	-1
I took off a star because the machine has a lot of junk software on it.	software	-1
With what I do know how to do, the computer works beautiful.	works	1
Tried to make a recovey disk wouldnt get passed the first recovery disk.	recovey disk	-1
Most everything is fine with this machine: speed, capacity, build.	speed	1
For the same price, you get a lot more in the Asus....1920x1080 res.	price	-1
"I made a photo book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined."	iTunes	0
I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).	portability	1
It is in the best condition and has a really high quality.	quality	1
When it come time for warranty service to Toshiba you don't matter.	warranty service to Toshiba	0
However the frozen screens kept happening.	screens	-1
3) Horrible customer support	customer support	-1
The LED backlit display makes my pictures pop so much more.	LED backlit display	1
Runs smooth and quick.	Runs	1
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.	screen size	0
The graphics are great.	graphics	1
in 5 months the connect quality got worse and worse.	connect quality	-1
The big screen allows you to enjoy watching movies , pictures and etc!	screen	1
the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.	headphone	0
For the [$] price (special offer) this is a great laptop.	price	1
the manufacturer's warranty only covers replacement/repair of parts.	warranty	-1
What I'd like is for the laptop to run well without having to purchase additional memory.	run	0
It works exactly like it did the day I took it out of the box.	works	1
It is fast booting up , shutting down, and connection with the internet.	booting up	1
The battery life is great.	battery life	1
This is not a serious gaming laptop or a serious media machine;	gaming	-1
They replaced my hard drive as well as my mother board.	hard drive	0
There is nothing to complain about the system.	system	1
and it comes with the new OSX that comes with new features that makes the use more easy.	OSX	1
Now the screen is going darker, darker, darker.	screen	-1
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.	KEYS	-1
Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.	Features	0
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.	return policy	-1
I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.	battery	-1
Great pick for portability and affordability.	portability	1
It's fast, it's easy easy easy to set up, easy to hook to my wireless network.	set up	1
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues."	specs	1
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.	arm piece	1
I take it everywhere with me because it's so easy to carry.	carry	1
The only thing is that the battery won't last more than 1/2 an hour.	battery	-1
The first fell apart right after the 1-year-warranty.	1-year-warranty	0
The keyboard has a wonderful nature feel.	keyboard	1
They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.	battery	0
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.	battery	-1
I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.	performance specs	0
I have no idea how this could have even gotten past quality control during production.	quality control	-1
I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.	touch-mouse	-1
The cover for the DVD drive soon came off, too--a mark of poor construction quality.	cover for the DVD drive	-1
But the arm velcro is torn after one use.	arm velcro	-1
The software is amazing.	software	1
"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards."	LCD	-1
The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.	2 GB of RAM	1
It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.	Safari	0
Vista is a nightmare.	Vista	-1
The program came with the computer and works beautifully.	program	1
I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.	screen	1
The So called laptop Runs to Slow and I hate it!	Runs	-1
Charger seems large for this class of computer.	Charger	-1
I dislike the quality and the placement of the speakers.	speakers	-1
So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.	customer support	1
The unibody design is edgy and durable.	unibody design	1
STOPPED BOOTING UP less than a week after my one-year warranty was up.	BOOTING UP	0
But, for the cost this is a winner.	cost	1
Later it held zero charge and its replacement worked for less than three months.	charge	-1
Also, the battery does not last very long at all.	battery	-1
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often....."	software	-1
I looked around and based off my price/features comparison from a brand I trusted I landed here.	price	0
I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.	services	-1
Unless you need the Bluetooth 3.	Bluetooth 3	0
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.	warrenty	-1
More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.	internet connection	-1
Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.	external harddrives	-1
I don't understand why only Windows 7 Starter is included.	Windows 7 Starter	-1
While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.	functionality	1
My macbook is so much better looking and so thin!	looking	1
The ease of use is wonderful.	use	1
This system came loaded with Windows 7 Starter.	Windows 7 Starter	0
-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).	battery life	-1
The battery gets so HOT it is scary.	battery	-1
It's so nice to look at and the keys are easy to type with.	look	1
I am forever changed and will no longer buy a Windows based machine for personal use.	Windows	-1
The only thing I would change about it is the mouse keys.	mouse keys	-1
It is absolutely horrible to use, despite all its so called advanced features.	use	-1
Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.	Windows 7 Ultimate	0
I have to keep turning it until it decides to lower and there is no mute.	mute	-1
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.	warranty	0
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.	use	1
u can do what u want in just few seconds, even to start up your computer takes few seconds.	start up	1
Also, macbooks come with much more features which are so cool!	features	1
They sent out a Sony 'Certified' technician.	Sony 'Certified' technician	0
They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.	proprietary software	1
Getting the Apple Care plan is a must.	Apple Care plan	1
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.	video games	0
I am constantly trying to uninstall programs, clean cookies, and delete unused files.	programs	0
The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.	processor	1
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.	battery	-1
The graphics on this computer are also stellar - very clear and vivid.	graphics	1
Aside from the trial software and the short battery life, lack of a webcam, its great.	trial software	-1
As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.	Windows	1
I think that if it is the motherboard again so soon that they should replace it.	motherboard	-1
The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.	loads	1
Graphics are clean and sharp, internet interfaces are seamless.	Graphics	1
The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!	black keyboard	-1
Sony parts reliability and quality of service is recenlty the worst.	service	-1
As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.	software options	-1
Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.	Office	1
It just works flawlessly!	works	1
"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution."	service center	-1
I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).	port	-1
also the battery is completely shot.	battery	-1
The biggest problem is that the box had no instructions in it.	instructions	-1
But after using it a couple of weeks, the overall operation is poor.	operation	-1
Screen is crystal clear and the system is very responsive.	Screen	1
Or the cursor would show up some place else.	cursor	-1
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.	operate	1
it might be something deep within Windows, for I was unable to create a disk image on my hard drive.	Windows	-1
The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!	track pad	1
Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.	disc drive	-1
First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.	word processing program	-1
I already have a HP laptop I bought last year that's standard size.	size	0
Battery is not upgradable to a longer life battery.	Battery	-1
apple has a reputation and is well known for its easy usage.	usage	1
Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.	speaker grill	-1
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core."	"22"" Monitor"	1
Love the graphics, awesome programs (including Garageband), and really cool default background.	graphics	1
Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.	Screen	1
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!	Windows	0
I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).	iWork	0
Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.	runs	1
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.	warranty	0
It also came with a built it web cam which is great because I can see an communicate with my family members back home.	built it web cam	1
Good monitor and performed well.	monitor	1
"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around."	graphics cards	1
They are by far the easiest systems to actually learn about computers with.	systems	1
this apple navigates you thru the unexplored world of the internet.	internet	0
The video card is great for media, and above average for gaming, but not a gamers first choice.	media	1
I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.	3 year warranty	0
Apparently there is a manufacturing defect, something with the amount of thermal paste.	thermal paste	-1
Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.	internals	-1
Took several hours with customer support before I could even start the PC out of the box.	customer support	-1
Windows Vista makes this computer almost unusable for online service.	Windows Vista	-1
I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.	recovery DVDs	1
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.	webcam	1
Can listen to my music and watch my videos with ease and with a great display.	display	1
Otherwise, all other features are a 1	features	0
The performance is awesome.	performance	1
The display is beyond horrible.	display	-1
There is hardly any memory on the computer's hard drive.	memory	-1
Actually, I had noticed the one on the sales floor also didn't have sound!	sound	-1
Next, most Acer laptop fans are on the bottom which is right on your laptop.	fans	0
