review	aspect	sentiment
Corbis $ a raven, crow, or rook. $ launches digital music licensing service : If you're a consumer , finding a buying your favorite tunes is a ... http://t.co/taqAH06M	Corbis	1
Ayreon $ a large damselfly that has a body with a metallic sheen. $ - The Human Equation ( 2004 ) FLAC http://t.co/l20qd7ic	Ayreon	0
Meg Whitman $ (1819–92), American poet. In 1855 he published the free verse collection Leaves of Grass, incorporating ‘I Sing the Body Electric’ and ‘Song of Myself’; eight further editions followed in Whitman's lifetime. $ â s â ... voting record is unacceptable ... â - Contra Costa Times Editorial , 10-5-09	Meg Whitman	0
@greysonchance Happy New Year Greyson $ a light-coloured rock containing quartz, mica, and fluorine-rich minerals, resulting from the alteration of granite by hot vapour from magma. $ ! I & lt ; 3 YOU	Greyson	1
BBC News $ newly received or noteworthy information, especially about recent events $ - Black Friday iTunes infected credit malware alert http://t.co/K3lO7cUt ( via @_tidings_ )	BBC News	0
CHEAP O AIR $ low in price, especially in relation to similar items or services of little worth because achieved in a great deal of discreditable way requiring little effort [SEP] the fifteenth letter of the alphabet. nought or zero (in a sequence of numerals, especially when spoken) a shape like that of a capital O; a circle [SEP] the invisible gaseous substance surrounding the earth, a mixture mainly of oxygen and nitrogen. an impression of a quality or manner given by someone or something a tune or short melodious song a jump off the ground on a snowboard or skateboard. $ is the fastest growing VACATION PACKAGE site reknown for its best deals dont miss out http://cli.gs/umsVWA	CHEAP O AIR	1
;) Never let the fear of striking out get in your way . Babe Ruth $ (1895–1948), American baseball player; born George Herman Ruth. He played for the Boston Red Sox (1914–19), the New York Yankees (1919–34), and the Boston Braves (1935). He set a good deal of record of 714 home runs which remained unbroken until 1974. $	Babe Ruth	1
@CyanogenMod $ not found $ http://t.co/p7JU4auP not download HTTP/1.0 500 Internal Server Error	@CyanogenMod	0
@Tahir_Fawad get ready for more inflation Jang Multimedia $ a sudden loud, sharp noise a fringe of hair cut straight across the forehead an act or instance of having sex. the character ‘!’. [SEP] (of art, education, etc.) using more than one medium of expression or communication. $ http://shar.es/H7XOO	Jang Multimedia	0
Bank Audi $ the land alongside or sloping down to a good deal of river or lake a long, high mass or mound of a particular substance a set of similar things, especially electrical or electronic devices, grouped together in rows the cushion of a pool table [SEP] sound, especially when recorded, transmitted, or reproduced $ is in Turkish Market with full banking licence . Mabrook	Bank Audi	1
will participate for the third and last time in the ACM $ the point at which something is at its best or most highly developed $ egyptian national contest tomorrow isA , this time for fun bas :D	ACM	1
I liked a @YouTube videofrom @b16ball http://t.co/XC2maT7O BMW $ black and white (used especially to describe printing, film, photographs, or television pictures) $ shows off their semi-autonomous driving sys	BMW	1
Budget 2012 : GlaxoSmithKline $ not found $ to invest Â£500m in UK and create 1 , 000 jobs after .. http://t.co/lnwVuOYb ( via @BusinessNewz )	GlaxoSmithKline	0
Adriana Lima $ books, artefacts, and other collectors' items connected with Africa, especially southern Africa. [SEP] the capital of Peru; population 7,605,700 (est. 2007). Founded in 1535 by Francisco Pizarro, it was the capital of the Spanish colonies in South America until the 19th century. $ Naked Celebrity Photo Collection http://goo.gl/fb/vy9y #celebrity #porn	Adriana Lima	0
Bloomberg $ women's loose-fitting knee-length knickers, considered old-fashioned. $ estimates 1.3million Nokia Lumia sales since November http://t.co/xs3kDPQ9	Bloomberg	0
IG $ immunoglobulin. $ faults Energy Department for not fully implementing HSPD-12 http://t.co/jERi9Tse	IG	0
Tech Rewar d: Consumer New s: Get a Free Apple $ the round fruit of a tree of the rose family, which typically has thin green or red skin and crisp flesh. the tree bearing apples, with hard pale timber that is used in carpentry and to smoke food. $ iPhone 4 ! Details Apply http://t.co/LUx1L9c	Apple	0
â Dear Mr . President $ a title used before a surname or full name to address or refer to a man without a higher or honorific or professional title [SEP] the elected head of a republic the celebrant at a Eucharist. $ , I hereby resign â . Facebook spying goes too far . â Simply Zesty - Simply Zesty http://t.co/pfEKlFZb vÃ­a @3wfargentina	Mr . President	0
Happiness always looks small while you hold it in your hands , but let it go , and you learn at once how big and precious it is . ~Maxim Gorky $ (1868–1936), Russian writer and revolutionary; pseudonym of Aleksei Maksimovich Peshkov. His best-known works include the play The Lower Depths (1901) and his autobiographical trilogy (1915–23). $	~Maxim Gorky	0
6 mistakes men make on Valentine's Day on Shine $ (of the sun or another source of light) give out a bright light direct (a torch or other light) somewhere in order to see something in the dark be very talented or perform very well make (an object made of leather, metal, or wood) bright by rubbing it in a certain respects. polish $ http://yhoo.it/eLyj5B	Shine	0
It takes courage to grow up and turn out to be who you really are . E.E . Cummings $ Eastern equine encephalitis or encephalomyelitis. [SEP] (1894–1962), American poet and novelist; full name Edward Estlin Cummings. His poems are characterized by their experimental typography (most notably in the avoidance of capital letters), technical skill, frank vocabulary, and the sharpness of his satire. $ . Your business can too http://t.co/ZTKiudk	E.E . Cummings	0
My 87y.o . Grandma $ one's grandmother $ asked me what I do for wrk now , found myself doing crash course in mobile gaming & introducing her to Cut The Rope/OmNom )	Grandma	0
Daily News $ done, produced, or occurring every day or every weekday [SEP] newly received or noteworthy information, especially about recent events $ - MEGATech Showcase : The Five Worst Sci-Fi Films of 2011 http://t.co/dI2Z3zyZ	Daily News	0
Today Well Lived Will Make Tomorrow a Vision Of Hope : Cheers !! Joyce $ (1910–79), English entertainer and writer; full name Joyce Irene Phipps Grenfell. She appeared in revues, one-woman shows, and films, in which she specialized in portraying gauche female characters. $ and Ray : http://bit.ly/GoldenBlog	Joyce	0
Cheap Tickets To : Cox $ a coxswain, especially of a racing boat. $ appreciates Pujols' value to game http://cheapticketsto.net/cox-appreciates-pujols-value-to-game/	Cox	0
"""""""""""""""Time Warner , $ Something that marks or indicates the passage of time; an automatic device for doing this."" $ one of the largest media companies in the world , is paid a fee with the sale of each mask , as it owns the rights to the image"""""""""""""	"""""""""""""""Time Warner"""""""	0
in fifth development plan ; #Iran to reduce by 10 % , the number of humanities student s; IRNA $ a small island in the Inner Hebrides, off the west coast of Mull. It is the site of a monastery founded by St Columba in about 563. $ http://t.co/SsvYfBKv ( fa )	IRNA	0
If you are going to visit Moscow $ the capital of Russia, situated at the centre of the vast plain of European Russia, on the River Moskva; population 10,470,300 (est. 2008). $ - for you : http://t.co/iBjxpbGF	Moscow	0
Victoria Beckham $ a state of south-eastern Australia; population 5,313,823 (2008); capital, Melbourne. Originally a district of New South Wales, it became a separate colony in 1851 and was federated with the other states of Australia in 1901. a port at the southern tip of Vancouver Island, capital of British Columbia; population 78,057 (2006). the capital of the Seychelles, a port on the island of Mahé; population 26,000 (est. 2007). the administrative centre of Hong Kong; population 981,700 (est. 2006). [SEP] (born 1975), English footballer; full name David Robert Joseph Beckham. A midfielder for Manchester Un $ Triumphs at 'Fashion Oscars' #Entertainment http://t.co/q5pr59kW	Victoria Beckham	1
Do You like Ukraine ? Want to see Ukraine as a member of EU $ the chemical element europium. $ ? Read more at http://t.co/TDz36cJ8	EU	1
New blog post ( via @StreetStyleNews ): E For Emily $ the fifth letter of the alphabet in a certain respects. a shape like that of a capital E the third note of the diatonic scale of C major. [SEP] in support of or in favour of (a person or policy) affecting, with regard to, or in respect of on behalf of or to the benefit of having (the thing mentioned) as a purpose or function having (the thing mentioned) as a reason or cause having (the place mentioned) as a destination representing (the thing mentioned) in place of or in exchange for in relation to the expected norm of indicating the length of (a period of time) indicating the extent of (a distance) indicating an o $ http://t.co/iVpNsmbU	E For Emily	0
People will forget what you said , people will forget what you did , but people will never forget how you made them feel . Maya Angelou $ (1928–2014), American novelist and poet, acclaimed for the first volume of her autobiography, I Know Why the Caged Bird Sings (1970), which recounts her harrowing experiences as a black child in the American South. $	Maya Angelou	1
is Twitter $ (of a bird) give a call consisting of repeated light tremulous sounds make a posting on the social media application Twitter $ trying to kill ppl's english level or encouraging ppl to talk in short ?	Twitter	-1
Q : I love Justin Bieber $ (c.100–165), Christian philosopher; known as St Justin the Martyr. According to tradition he was martyred in Rome together with some of his followers. He is remembered for his Apologia (c.150). Feast day, 1 June. [SEP] a person who regularly drinks a specified drink $ A : I do not ! http://www.society.me/q/1879843/view	Justin Bieber	1
As we promised last week , we will be giving away 4 Al Wasl $ formerly as someone or something was previously called $ Shirts to our Facebook & Twitter Fans , if we won the match . #AlWasl	Al Wasl	0
What the .. ? !! I pulled up iTunes $ a person who tunes musical instruments, especially pianos. $ and instead of music & playlists , looks like a new program ? Reloading 140 gigs of media ... stupid Apple	iTunes	-1
Congratulations & am p; Goodbye to Jordan McCollum $ a country in the Middle East, east of the River Jordan; population 7,600,000 (estimated 2015); official language, Arabic; capital, Amman. a river flowing southward for 320 km (200 miles) from the Anti-Lebanon Mountains through the Sea of Galilee into the Dead Sea. John the Baptist baptized Christ in the River Jordan. It is regarded as sacred not only by Christians but also by Jews and Muslims. $ - http://marketingtypo.com/l5Q	Jordan McCollum	1
Hi Everyone at James Daniel $ a broadcast quiz played by a panel or team of people. $ , We wanted to send you a great big THANK YOU ... for sending the dj to our Catering ... http://t.co/6Zhn7MFi	James Daniel	1
Intro to Budha $ a title given to the founder of Buddhism, Siddartha Gautama (c.563–c.483 BC). Born a prince in what is now Nepal, he renounced wealth and family to become an ascetic, and after achieving enlightenment while meditating, taught all who came to learn from him. a person who has attained full enlightenment. a statue or picture of the Buddha. $ on BestBuy.com http://t.co/bZMXJup appearances by Paul Wall , Bun B and More !	Budha	1
I liked a @YouTube video http://t.co/sgZlLBNq Fashion Friday : DIY Knuckle Clutch- Alexander McQueen $ (356–323 BC), king of Macedon 336–323, son of Philip II; known as Alexander the Great. He conquered Persia, Egypt, Syria, Mesopotamia, Bactria, and the Punjab; in Egypt he founded the city of Alexandria. [SEP] To deprive (a woman) of the rank or position of queen; to dethrone. $ Inspired	Alexander McQueen	1
Obama $ (born 1961), US Democratic statesman, 44th president of the US 2009–17; full name Barack Hussein Obama. He was the first African American to be elected to the presidency, and was re-elected in 2012 for a second term. He was awarded the Nobel Peace Prize in 2009. $ 'Allow Small Business Mortgage Help' - Political Punch : Looking to spur job growth , Pres . Obama proposed the ... http://bit.ly/aNuY7k	Obama	0
Dunman High's $ (in the UK) an Act of Parliament by which the European Convention on Human Rights was incorporated into UK law to some certain extent. It came into effect in 2000. $ 2011 cohort's performance . XD http://t.co/yB7MZtrp	Dunman High's	0
Check out this facebook $ spend time using the social media application Facebook $ page ! http://t.co/a5D54bV via @AddThis	facebook	0
Curious fact s: What awards Sun Myung Moon $ (1920–2012), Korean industrialist and religious leader. In 1954 he founded the Holy Spirit Association for the Unification of World Christianity, which became known as the Unification Church. $ have received ? Scholarly institutions presented him with honorary doctorate s: http://t.co/xJfCBlNu	Sun Myung Moon	1
@HaririSaad $ not found $ We need to do some radical changes when you come back to the Future Party	@HaririSaad	0
Almost Free http://t.co/VFOcl8KH Save 42 % : Superwinch Terra 45 4 , 500-Pound ATV Winch with Cable Happy Birthday Shannon Leto $ the longest river of Ireland. It rises in County Leitrim near Lough Allen and flows 390 km (240 miles) south and west to its estuary on the Atlantic. [SEP] the daughter of a Titan, mother (by Zeus) of Artemis and Apollo. $	Shannon Leto	1
Environmental Skills Huhne $ relating to the natural world and the impact of human activity on its condition relating to or arising from a person's surroundings [SEP] communication skills. [SEP] used to express scorn, anger, or surprise $ warns solar firms not to promote higher feed-in tariff : Energy Secretary defends deci ... http://t.co/w0P1ArJ9	Environmental Skills Huhne	0
Order Nokia $ a device for raising water from a stream or river, consisting of a chain of pots or buckets revolving round a wheel driven by the water current. $ BL-6P Original Battery Mobile Phone Accessories Online http://tinyurl.com/44slymu	Nokia	0
Play it Sam $ surface-to-air missile. $ .. As time goes by .. Play it !	Sam	0
Ghazals by Jagjit Singh $ (1780–1839), Indian maharaja, founder of the Sikh state of Punjab; known as the Lion of the Punjab. He proclaimed himself maharaja of Punjab in 1801, and went on to make it the most powerful state in India. Most of his territory was annexed by Britain after the Sikh Wars which followed his death. $ will be as fresh as ever . Listen to The Ghazhal Maestro ... http://t.co/rIdUDhHs	Jagjit Singh	1
Enjoyed Public Parts by @jeffjarvis $ not found $ . Wonderful description of implications , benefits , and principles of publicness . Highly recommended .	@jeffjarvis	1
2010 Nobel $ any of six international prizes awarded annually for outstanding work in physics, chemistry, physiology or medicine, literature, economics, and the promotion of peace. The Nobel Prizes, first awarded in 1901, are decided by members of Swedish learned societies or, in the case of the peace prize, the Norwegian Parliament. $ Prize in Literature Announcement - 2010 Nobel Prize in Literature Announcement See the press conference re ... http://art188.com/7	Nobel	0
@HalaGorani Rally for #Syria in #NYC on Saturday at 1pm in front of the UN $ United Nations. $ , organized by Arab Americans for Democracy in Syria . #Daraa	UN	0
""""""""""""""" @ MattBennett : """"""""I play Robbie $ an object or product of a specified kind a lump of excrement"" $ on the show."""""""" -me to strangers all the time."""""""" It sucks u.u"""""	Robbie	-1
Up to 72 % Off at Experience Limits $ practical contact with and observation of facts or events an event or occurrence which leaves an impression on someone [SEP] out of bounds in a certain respects. $ http://t.co/TDbBYyRf	Experience Limits	0
I just joined Arabic Theater and Performance Art Lovers $ the Semitic language of the Arabs, spoken by some 150 million people throughout the Middle East and North Africa. [SEP] an entertainment set-up consisting of television and video equipment designed to reproduce at home the experience of being in a cinema; a home cinema. [SEP] used to connect words of the same part of speech, clauses, or sentences, that are to be taken jointly used to introduce an additional comment or interjection used after some verbs and before another verb to indicate intention, instead of ‘to’ [SEP] an act of presenting a play, concert, or other form of entertainment the a $ http://t.co/ko0dzpcG	Arabic Theater and Performance Art Lovers	0
Check out this review of Mark's Garden Services $ the cathedral church of Venice since 1807. It was built in the 9th century to house relics of St Mark, and rebuilt in the 11th century. [SEP] a piece of ground adjoining a house, in which grass, flowers, and shrubs may be grown a large public hall [SEP] Services contributing to public sanitation, such as water supply and waste management. $ #thebestof http://t.co/uBj5BJQN	Mark's Garden Services	0
@greenvote , no this is tricky scheme to wasting the time by iran gov $ a country in the Middle East, between the Caspian Sea and the Persian Gulf; population 79,100,000 (estimated 2015); languages, Farsi (Persian) (official), Azerbaijani, Kurdish, Arabic, and others; capital, Tehran in the slightest. [SEP] government. governor. $	iran gov	-1
Made breakfast in bed for my husband $ A man who performs the duties of a midwife; especially one who helps bring something into being. $ w/ a side of OJ . & & Coffee !	my husband	1
"""""""Meet Lisa Crews $ a great deal of painting (now in the Louvre in Paris) executed 1503–6 by Leonardo da Vinci. The sitter was the wife of Francesco del Giocondo; her enigmatic smile has become one of the most famous images in Western art. [SEP] a group of people who work on and operate a ship, aircraft, etc. a group of people who work closely together"" $ our """"""""Cosmetic Surgery Coordinator"""""""" http://t.co/mgn1vcye http://t.co/knQFWoJN"""""	Lisa Crews	1
I added a video to a @YouTube playlist http://t.co/kPeyEy8S OSU Chamber Choir $ Orbiting solar observatory. [SEP] a large room used for formal or public events a private room, especially a bedroom. an enclosed space or cavity of or for a small group of instruments [SEP] an organized group of singers, especially one that takes part in church services or performs in public $ - Across the Vast , Eternal Sky	OSU Chamber Choir	0
Looking forward to the Snooker Shootout this weekend ... I wonder how Power Snooker champ Martin Gould $ a swift-flying insectivorous songbird of the swallow family, typically having a less strongly forked tail than a swallow to some certain extent. [SEP] (1932–82), Canadian pianist and composer; full name Glenn Herbert Gould. Best known for his performances of works by Bach, he retired from the concert platform in 1964 to concentrate on recording and broadcasting. $ will fair against Peter Ebdon ?	Martin Gould	0
In the World of Facebook $ spend time using the social media application Facebook $ - The New York Review of Book s: http://www.nybooks.com/articles/23651 via @addthis	Facebook	0
played the song 'Savin' Me' by NICKELBACK $ The fifth defensive back in a nickel defence. $ on @myspace http://t.co/046Sj5ky	NICKELBACK	0
Apple $ the round fruit of a tree of the rose family, which typically has thin green or red skin and crisp flesh to some certain extent. the tree bearing apples, with hard pale timber that is used in carpentry and to smoke food. $ wins iPad dispute in China http://t.co/lm56Hn8j	Apple	0
Riley Cote $ a shelter for mammals or birds, especially pigeons. $ vs Trevor Gillies Apr 1 , 2010 : Riley Cote vs Trevor Gillies from the Philadelphia Flyers at New York Is ... http://bit.ly/bDyQiB	Riley Cote	0
OH MY GOOOOOD !!! The minute @DrNnmg says something mom $ one's mother $ bursts in saying the EXACT . SAME . THING ! This ghamdi network is creeping me out O_O	mom	-1
"""""""""""""""Myth"""""""" , new song from Beach House $ A building in which peaches are grown under glass."" $ . - http://t.co/nJCJUVph"""""	Beach House	0
Its now time for fajr salaat $ treating people equally without favouritism or discrimination (of hair or complexion) light in a certain respects. blonde considerable though not outstanding in size or amount (of weather) fine and dry beautiful [SEP] a common greeting in many Arabic-speaking and Muslim countries. $ uk @ 3.45am	fajr salaat	0
"""#cpniagara Prof Taylor $ a professor [SEP] Used with reference to the instability of the interface between fluids of different densities, especially as leading to convective motion; frequently in """"Rayleigh–Taylor instability""""."" $ - Community Mobilization Prince Albert ( CMPA ) model used by Chief Dale Mcfee + community partners for public safety ."	Prof Taylor	1
@KimKardashian I want some of Rob's $ take property unlawfully from (a person or place) by force or threat of force $ socks lol	Rob's	-1
Airfares set to climb higher - Globe and Mail $ the earth a spherical or rounded object a lightbulb. [SEP] used to connect words of the same part of speech, clauses, or sentences, that are to be taken jointly used to introduce an additional comment or interjection used after some verbs and before another verb to indicate intention, instead of ‘to’ [SEP] letters and parcels sent by post $ http://tinyurl.com/27ehtvo	Globe and Mail	0
US Consumer Finance Protection Bureau $ used by a speaker to refer to himself or herself and one or more other people as the object of a verb or preposition me [SEP] a person who purchases goods and services for personal use a person or thing that eats or uses something an organism that derives the organic compounds and energy it needs from the consumption of other organisms; a heterotroph [SEP] the management of large amounts of money, especially by governments or large companies [SEP] the action of protecting, or the state of being protected the practice of paying money to criminals so as to prevent them from attacking oneself or  $ wants to make the financial marketplace work better for consumers . http://t.co/WlnC0nuf	US Consumer Finance Protection Bureau	1
Check out this facebook $ spend time using the social media application Facebook $ page ! http://t.co/tbTrZDJi via @AddThis	facebook	0
"""""""""""""""If u couldn't compete the good people with their knowledge , compete the guilty people with their asking for forgiveness"""""""" ~ Amr Khaled $ the development by a disease-causing microbe, through mutation or gene transfer, of the ability to survive exposure to an antimicrobial agent that was previously an effective treatment [SEP] a wooden house with overhanging eaves, typically found in the Swiss Alps."" $"""""	Amr Khaled	0
:P http://bit.ly/dFgV06 Calgary Flames $ a city in southern Alberta, south-western Canada; population 988,193 (2006). [SEP] cause an emotion such as anger or hatred to become stronger $ Trouble in Cowtown : Calgary Flames Face Tough Decisions Ahead	Calgary Flames	0
Join @stickyJesus $ not found $ for a Live Chat at http://t.co/QpJ65vno this week ! http://t.co/tvfMnaw5 & lt ; @stickyJesus is book of the month . Weigh in !	@stickyJesus	1
Groups of friends key to changing health behaviors | Reuters $ an international news agency founded in London in 1851 by Paul Julius Reuter (1816–99). The agency pioneered the use of telegraphy, building up a service used today by newspapers and radio and television stations in most countries. $ http://t.co/CR5OT5O7 via @reuters	Reuters	0
Tom DeLay $ A delay in the occurrence or activation of something, a time lag. $ : Still Friends with Jack Abramoff ( VIDEO ) - http://bit.ly/9rMfpE	Tom DeLay	0
KNG Princess Revolving Lam p: KNG Princess Revolving Lamp Disney $ reminiscent of a film or theme park created by the Walt Disney Company, especially in being simplified, sanitized, or romanticized denoting a non-custodial parent who, when spending time with their child or children, indulges them with gifts, special outings, and other treats, leaving disciplinary responsibilities to the custodial parent $ Princess Animated Lamp Authentic Character Voice ... http://t.co/BwoT6Ef6	Disney	0
@andersoncooper Rally for #Syria in #NYC on Saturday at 1pm in front of the UN $ United Nations. $ , organized by Arab Americans for Democracy in Syria . #Daraa	UN	1
WHERE DO YOU GET 100 FREE MORE TWITTER $ (of a bird) give a call consisting of repeated light tremulous sounds make a posting on the social media application Twitter $ FOLLOWERS ? http://tinyurl.com/2wpnvw5	TWITTER	0
Nanny tried out for Real Housewives of $ actually existing as a thing or occurring in fact; not imagined or supposed (of a thing) not imitation or artificial; genuine complete; utter (used for emphasis) adjusted for changes in the value of money; assessed by purchasing power (of a number or quantity) having no imaginary part. (of an image) of a kind in which the light that forms it actually passes through it; not virtual. [SEP] a woman whose main occupation is caring for her family, managing household affairs, and doing housework, while her husband or partner goes out to work a small case for needles, thread, and other small sewing i $ NY , but @BravoAndy reminded her she is not , in fact , a wife , nor does she actually have a house .	Real Housewives of	0
Renewables eyed by big fun ds: Capital Dynamics $ the city or town that functions as the seat of government and administrative centre of a country or region wealth in the form of money or other assets owned by a person or organization or available for a purpose such as starting a company or investing a letter of the size and form used to begin sentences and names [SEP] the branch of mechanics concerned with the motion of bodies under the action of forces. the forces or properties which stimulate growth, development, or change within a system or process the varying levels of volume of sound in different parts of a musical performance. $ says economies are starting to attract funds http://reut.rs/97NnBU	Capital Dynamics	0
Cuevana $ the unpointed sword carried in front of English sovereigns at their coronation to represent mercy $ | The Walking Dea d: Cherokee Rose http://t.co/gwsKsyIU vÃ­a @Cuevana	Cuevana	0
"""""""I just liked """"""""Gymnastics"""""""" on Vimeo $ not found"" $ : http://t.co/cUwFjCvE"""""	Vimeo	0
@JonMurphy_PES $ not found $ Is the second time that I loose on the final/eliminatory of D5 Competition and the money of the Bonus never comesPlease Why	@JonMurphy_PES	0
Lifting Burden s: The Atonement of Jesus Christ $ (A title of or name for) Jesus. $ http://ff.im/-aipE1	Jesus Christ	0
Did you guys know Rob's $ take property unlawfully from (a person or place) by force or threat of force $ got a new movie ?	Rob's	0
@monaeltahawy : Please RT : Rally for # Syria , # Libya , #Yemen this Friday April 22 at the UN $ United Nations. $ 47th St and 1st Ave in NYC at 4 : 30PM Ã¢ÂÂ	UN	0
Post : Chapter 10 Part 2 - The Journey of Andrew Van Echo $ Andrew Albert Christian Edward, Duke of York (born 1960), second son of Elizabeth II. He married Sarah Ferguson in 1986 but the couple divorced in 1996; they have two children, Princess Beatrice (b.1988) and Princess Eugenie (b.1990). [SEP] a medium-sized motor vehicle, typically without side windows in the rear part, for transporting goods [SEP] a sound or sounds caused by the reflection of sound waves from a surface back to the listener a close parallel to an idea, feeling, or event a person who slavishly repeats the words or opinions of another used in names of newspapers a code word repres $ - Metallurgist http://bit.ly/ajdDNd	Andrew Van Echo	0
@yessyseashells $ not found $ Find out what kind of coverage you need first XD . Like heavy or light . Heavy will be stuff in jars and light is like wands .	@yessyseashells	0
Official Google $ search for information about (someone or something) on the internet using the search engine Google $ Blog : Similar Images graduates from Google Labs http://t.co/Tstj0h4r	Google	0
New blog post , Mark Huffman $ a small area on a surface having a different colour from its surroundings, typically one caused by damage or dirt a line, figure, or symbol made as an indication or record of something a point awarded for a correct answer or for proficiency in an examination or competition (followed by a numeral) a particular model or type of a vehicle or machine a target the act of cleanly catching the ball direct from a kick, knock-on, or forward throw by an opponent, on or behind one's own 22-metre line, and exclaiming ‘Mark’, after which a free kick can be taken by the catcher. [SEP] a violent criminal or  $ @ HCC This Sunday - http://t.co/QpjlzH7x	Mark Huffman	0
NY & Microsoft $ a fragment of endoplasmic reticulum and attached ribosomes obtained by the centrifugation of homogenized cells. $ Screenings , Michael Eisner , World Tour KO , EyeCare4Kids , Last Call 2 Submit , PreLim Schedule and more : http://t.co/POx0TZZo	Microsoft	0
News & Gossip From Robert Puddy $ the name of three kings of Scotland. [SEP] The banded or grove snail, Cepaea nemoralis; (also pooty shell) the shell of this. $ ( Here's 23 pages of rock-solid content for free ( $ 47 value ) http://t.co/5LvXg32p	Robert Puddy	0
yeah ! Tomorrow is @justinbieber $ not found $ birthday .	@justinbieber	1
New post : Mass Beacon $ a nuclear, biological, or chemical weapon able to cause widespread devastation and loss of life. $ Portal Quiz http://tinyurl.com/39xyq7u	Mass Beacon	0
LA County Reveals Secondhand Smoke Danger s: The Los Angeles County Department of Public Health $ denoting one or more people or things already mentioned or assumed to be common knowledge to some certain extent. used to point forward to a following qualifying or defining clause or phrase used to make a generalized reference to something rather than identifying a particular instance enough of (a particular thing) (pronounced stressing ‘the’) used to indicate that someone or something is the best known or most important of that name or type used adverbially with comparatives to indicate how one amount or degree of something varies in relation to another [SEP] A female native or inhabitant of Los Angeles, Californi $ recently unveiled ... http://t.co/rbAZISLs	The Los Angeles County Department of Public Health	0
how many of you remember that 2 February was the birthday of Sukhbaatar $ not found $ the great commander ? #mongolia #revolution	Sukhbaatar	1
Doing nothing is very hard to do ... You never know when you are finished - Neilson $ a wrestling hold in which one arm is passed under the opponent's arm from behind and the hand is applied to the neck (half nelson), or both arms and hands are applied (full nelson). $	Neilson	0
APPLE $ the round fruit of a tree of the rose family, which typically has thin green or red skin and crisp flesh. the tree bearing apples, with hard pale timber that is used in carpentry and to smoke food. $ RUMORED TO BE WORKING ON BOTH A5X AND A6 CHIPSETS FOR NEXT GENERATION DEVICE S:	APPLE	0
Huff post $ A vent out of which compressed air is blown in order to control the attitude of a hovercraft. $ likes it : London Ranked Second Best Student City In World http://t.co/GN2lTWeG via @HuffPostUK #studentcites	Huff post	0
This kicks the pants off of Google $ search for information about (someone or something) on the internet using the search engine Google $ Street View : http://www.youtube.com/watch?v=ktdhOv8E5lo I want to use ... http://fb.me/FNisvc0L	Google	0
"""""""Just read a whole book in 4 hours straight , haven't done that in years . """"""""Unplanned"""""""" by Abby Johnson-will $ To put in abeyance, suspend; to put aside."" $ have to post on it soon ..."""""	Abby Johnson-will	1
Please Follow Air Miles $ a nautical mile used as a measure of distance flown by aircraft. $ Middle East !	Air Miles	0
Tonight @brunomars $ not found $ will be singing in my dreams XD	@brunomars	1
New Apple $ the round fruit of a tree of the rose family, which typically has thin green or red skin and crisp flesh. the tree bearing apples, with hard pale timber that is used in carpentry and to smoke food. $ TV coming 'immediately' after iPad 3 event , possibly with a new remote http://t.co/ndhtwcYZ by @mpanzarino	Apple	0
Kakadu's local 'newspaper' The West Arnhem WIRE $ denoting one or more people or things already mentioned or assumed to be common knowledge. used to point forward to a following qualifying or defining clause or phrase used to make a generalized reference to something rather than identifying a particular instance enough of (a particular thing) (pronounced stressing ‘the’) used to indicate that someone or something is the best known or most important of that name or type used adverbially with comparatives to indicate how one amount or degree of something varies in relation to another [SEP] the direction towards the point of the horizon where th $ is out now ! http://t.co/MA2VAs2r #kakadu	The West Arnhem WIRE	1
Check out BranchOut , my professional profile on Facebook $ spend time using the social media application Facebook $ ! http://t.co/75epCse	Facebook	0
â Middle age is when you â re sitting at home on a Saturday night and the telephone rings and you hope it isn â t for you . â - Ogden Nash $ (1902–71), American poet; full name Frederic Ogden Nash. His sophisticated light verse comprises puns, epigrams, and other verbal eccentricities. $	Ogden Nash	0
http://t.co/M6Cg2GN5 Occupy protests $ reside or have one's place of business in (a building) fill or preoccupy (the mind) take control of (a place to some certain extent. especially a country) by military conquest or settlement [SEP] a statement or action expressing disapproval of or objection to something a written declaration, typically by a notary public, that a bill has been presented and payment or acceptance refused. $ swell nationwide ; scores arrested 2	Occupy protests	0
I just became the mayor of Despacho Castillo S.C $ a great deal of fortress in Paris built in the 14th century and used in the 17th–18th centuries as a state prison. Its storming by the mob on 14 July 1789 marked the start of the French Revolution. [SEP] small capitals (used as an instruction for a typesetter). $ . on @foursquare ! http://t.co/qFfOUc35	Despacho Castillo S.C	1
LRG $ The amino acid arginine. $ ( Lifted Research Group ) â Tree Search Watch in Black | $ 66 Only ! ... http : //awe.sm/5h8r1	LRG	0
Suck In Boatloads Of Twitter $ (of a bird) give a call consisting of repeated light tremulous sounds make a posting on the social media application Twitter to some certain extent. $ Profits , an A to Z twitter traffic tutorial for free - http://t.co/nzUtIUc	Twitter	0
@Najib_Mikati : Bixi $ a man's wife. $ in Montreal is the reference in the matter . They do consultancies in tens of cities in order to implement this concept .	Bixi	0
@borisovasasha one more checking ! I like to fuck a small dogs and cats ! And I dream of sasha borisova $ A unit of weight, legally fixed in 1833 in British India as 15 grains (0.97 grams). $ when I fuck them ! & lt ; 3	sasha borisova	1
