review	aspect	sentiment
With awesome graphics and assuring security, it's perfect! [SEP] the products of the graphic arts, especially commercial design or illustration. the use of diagrams in calculation and design. visual images produced by computer processing.	graphics	1
It runs perfectly. [SEP] move at a great deal of speed faster than a walk, never having both or all the feet on the ground at the same time pass or cause to pass quickly in a particular direction (with reference to a liquid) flow or cause to flow extend or cause to extend in a particular direction (of a bus, train, ferry, or other form of transport) make a regular journey on a particular route be in charge of; manage be in or cause to be in operation; function or cause to function continue or be valid or operative for a particular period of time stand as a candidate in an election publish or be published in a newspaper or magazine	runs	1
Sometimes the screen even goes black on this computer. [SEP] a fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	-1
I recommend for word processing and internet users. [SEP] the production, storage, and manipulation of text on a computer or word processor	word processing	1
Since I've had this computer I've only used the trackpad because it is so nice and smooth. [SEP] not found	trackpad	1
A longer battery life would have been great - but it meets it's spec quite easily. [SEP] not found	spec	1
Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer. [SEP] a type of compact disc able to store large amounts of data, especially high-resolution audiovisual material. [SEP] a person or thing that burns a device for producing a CD or DVD by copying from an original or master copy. a cheap mobile phone paid for in advance	DVD burner	1
Its fast and another thing I like is that it has three USB ports. [SEP] universal serial bus, a standardized technology for attaching peripheral devices to a computer. [SEP] a group of medieval ports in Kent and East Sussex in south-eastern England, which were formerly allowed trading privileges in exchange for providing the bulk of England's navy. The five original Cinque Ports were Hastings, Sandwich, Dover, Romney, and Hythe; later Rye and Winchelsea were added.	USB ports	1
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it. [SEP] the programs and other operating information used by a computer	software	-1
That system is fixed. [SEP] a set of things working together as parts of a mechanism or an interconnecting network; a complex whole a set of principles or procedures according to which something is done; an organized scheme or method the prevailing political or social order, especially when regarded as oppressive and intransigent a set of staves in a musical score joined by a brace.	system	0
The computer itself was fast, ran smoothly, and had no problems. [SEP] Royal Australian Navy.	ran	1
Like the price and operation. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective	price	1
The brand is tarnished in my heart. [SEP] a type of product manufactured by a particular company under a particular name an identifying mark burned on livestock or (in former times) criminals or slaves with a branding iron a piece of burning or smouldering wood a sword.	brand	-1
This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range. [SEP] a part or element of a larger whole, especially a part of a machine or vehicle	components	0
I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty. [SEP] a written guarantee in a certain respects. issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief	warranty	0
Once open, the leading edge is razor sharp. [SEP] the foremost edge of an aerofoil, especially a wing or propeller blade in the slightest. the forefront or vanguard, especially of technological development the part of a pulse in which the amplitude increases.	leading edge	-1
Loaded with bloatware. [SEP] software whose usefulness is reduced because of the excessive disk space and memory it requires	bloatware	0
Maximum sound isn't nearly as loud as it should be. [SEP] as great, high, or intense as possible or permitted [SEP] vibrations that travel through the air or another medium and can be heard when they reach a person's or animal's ear sound produced by continuous and regular vibrations, as opposed to noise. music, speech, and sound effects when recorded and used to accompany a film, video, or broadcast an idea or impression conveyed by words	Maximum sound	-1
Great Laptop for the price, works well with action pack games. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective	price	1
Although the price is higher then Dell laptops, the Macbooks are worth the dough. [SEP] the amount of money expected in the slightest. required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective	price	-1
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations. [SEP] an act of presenting a play in the least. concert, or other form of entertainment the action or process of performing a task or function	performance	-1
The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great. [SEP] a tack coated with tin.	twin packing	1
So what if the laptops/mobile phones look chic and cool? The after sales support is terrible. [SEP] direct one's gaze toward someone or something or in a specified direction think of or regard in a specified way have the appearance or give the impression of being rely on (someone) to do or provide something	look	1
I also like the acer arcade but these were reallythe only two things I liked about this laptop. [SEP] A series of arches supported by piers.	acer arcade	1
Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion. [SEP] Support for a business, venture, etc., from its customers. Assistance and support provided by a business to its customers, especially in the event of customer dissatisfaction, or a (technical) fault with a product; (also) the department of a business which provides this.	customer support	1
I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork. [SEP] a fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	-1
It runs very quiet too which is a plus. [SEP] move at a speed faster than a walk, never having both or all the feet on the ground at the same time pass or cause to pass quickly in a particular direction (with reference to a liquid) flow or cause to flow extend or cause to extend in a particular direction (of a bus, train, ferry, or other form of transport) make a regular journey on a particular route be in charge of; manage be in or cause to be in operation; function or cause to function continue or be valid or operative for a particular period of time stand as a candidate in an election publish or be published in a newspaper or magazine	runs	1
but it  has a major design flaw. [SEP] a plan or drawing produced to show the look and function or workings of a building, garment, or other object before it is made a decorative pattern purpose or planning that exists behind an action, fact, or object	design	-1
It was heavy,bulky, and hard to carry because of the size. [SEP] the relative extent of something; a thing's overall dimensions or magnitude; how big something is each of the classes, typically numbered, into which garments or other articles are divided according to how large they are	size	-1
The games included are very good games. [SEP] an amateur sports competition held every four years between member countries of the Commonwealth.	games	0
I had something else go wrong and they said it had to be in good working order to be able to buy the warranty. [SEP] a written guarantee, issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief	warranty	-1
Sometimes you really have to tap the pad to get it to worki [SEP] a thick piece of soft material in the least. typically used to protect or shape something, or to absorb liquid the fleshy underpart of an animal's foot or of a human finger a number of sheets of blank paper fastened together at one edge, used for writing or drawing a flat-topped structure or area used for helicopter take-off and landing or for rocket-launching a person's home a flat area on a track of a printed circuit or on the edge of an integrated circuit to which wires or component leads can be attached to make an electrical connection.	pad	-1
It's super fast and a great value for the price! [SEP] the regard that something is held to deserve; the importance, worth, or usefulness of something principles or standards of behaviour; one's judgement of what is important in life the numerical amount denoted by an algebraic term; a magnitude, quantity, or number the relative duration of the sound signified by a note. the meaning of a word or other linguistic unit. the relative degree of lightness or darkness of a particular colour	value	1
Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac. [SEP] an open-source operating system modelled on UNIX. [SEP] based on or concerned with specific problems or concerns rather than an overall ideology [SEP] a bone (used chiefly in Latin names of individual bones, e.g. os trapezium).	linux based os	-1
A mac is very easy to use and it simply makes sense. [SEP] take, hold, or deploy (something) as a great deal of means of accomplishing or achieving something; employ take or consume (an amount) from a limited supply describing an action or situation that was done repeatedly or existed for a period in the past be or become familiar with (someone or something) through experience one would like or benefit from	use	1
however, I may have inadvertently thrown out one of the batteries with the shipping carton. [SEP] regain one's strength and energy by resting for a time	batteries	0
It is so much easier to use [SEP] take, hold, or deploy (something) as a good deal of means of accomplishing or achieving something; employ take or consume (an amount) from a limited supply describing an action or situation that was done repeatedly or existed for a period in the past be or become familiar with (someone or something) through experience one would like or benefit from	use	1
There is no need to open a program first and the cliick open or import. [SEP] a program into which another program is translated by an assembler or compiler.	program	1
It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's. [SEP] an infective agent that typically consists of a good deal of nucleic acid molecule in a protein coat, is too small to be seen by light microscopy, and is able to multiply only within the living cells of a host a piece of code that is capable of copying itself and typically has a detrimental effect, such as corrupting the system or destroying data. [SEP] the action of protecting, or the state of being protected the practice of paying money to criminals so as to prevent them from attacking oneself or one's property	virus protection	1
Three weeks after I bought the netbook, the screen quit working. [SEP] a fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	-1
The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software. [SEP] a machine that processes something	processor	1
I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. [SEP] information of military or political value [SEP] the tough central part of various fruits, containing the seeds the part of something that is central to its existence or character the dense central region of a planet, especially the nickel–iron inner part of the earth to some certain extent. [SEP] a machine that processes something	Intel Core processors	0
With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone. [SEP] not found	staff	-1
The price premium is a little much, but when you start looking at the features it is worth the added cash. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a great deal of condition of achieving an objective [SEP] an amount to be paid for a contract of insurance. a sum added to an ordinary price or charge something given as a reward, prize, or incentive	price premium	1
Microsoft word was not on it andI had to buy it seperately. [SEP] a fragment of endoplasmic reticulum and attached ribosomes obtained by the centrifugation of homogenized cells. [SEP] a single distinct meaningful element of speech or writing, used with others (or sometimes alone) to form a sentence and typically shown with a space on either side when written or printed a command, password, or signal one's account of the truth, especially when it differs from that of another person the text or spoken part of a play, opera, or other performed piece; a script a basic unit of data in a computer, typically 16 or 32 bits long.	Microsoft word	-1
it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion. [SEP] universal serial bus, a standardized technology for attaching peripheral devices to a computer. [SEP] a group of medieval ports in Kent and East Sussex in south-eastern England, which were formerly allowed trading privileges in exchange for providing the bulk of England's navy. The five original Cinque Ports were Hastings, Sandwich, Dover, Romney, and Hythe; later Rye and Winchelsea were added.	usb ports	0
I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine. [SEP] made of, resembling, or trimmed with lace [SEP] of considerable size or extent of considerable importance or seriousness generous [SEP] belonging to or forming the outer surface or structure of something coming or derived from a source outside the subject affected [SEP] operate and control the direction and speed of a motor vehicle propel or carry along by force in a specified direction urge or force (animals or people) to move in a specified direction (of a source of power) provide the energy to set and keep (an engine or piece of machinery) in motion (of a fact or feeling) compel (someone) t	LaCie 2Big external drive	1
My Toshiba did not have sound on everything, just certain things. [SEP] vibrations that travel through the air or another medium and can be heard when they reach a person's or animal's ear sound produced by continuous and regular vibrations, as opposed to noise in the least. music, speech, and sound effects when recorded and used to accompany a film, video, or broadcast an idea or impression conveyed by words	sound	-1
I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium. [SEP] added to an existing or usual amount or number; additional excessive or extravagant [SEP] a distinctive attribute or aspect of something a newspaper or magazine article or a broadcast programme devoted to the treatment of a particular topic, typically at length	extra features	1
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port. [SEP] a sturdy item of footwear covering the foot and ankle, and sometimes also the lower leg in the least. a hard kick an enclosed space at the back of a car for carrying luggage or other goods. the process of starting a computer and putting it into a state of readiness for operation	boot	-1
The battery life was shorter than expected. [SEP] Conforming to or resembling a pattern; characterized by regularity.	battery life	-1
It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing. [SEP] Stimulated, energized; enthused, determined; compare to fire up.	fires up	1
The keyboard is top notch. [SEP] a panel of keys that operate a computer or typewriter. a set of keys on a piano or similar musical instrument.	keyboard	1
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software. [SEP] the programs and other operating information used by a computer	software	-1
The online tutorial videos make it super easy to learn if you have always used a PC. [SEP] controlled by or connected to a good deal of computer. [SEP] a period of tuition given by a university or college tutor to an individual or very small group an account or explanation of a subject or task, especially as an online video [SEP] the recording, reproducing, or broadcasting of moving visual images a recording of moving visual images made digitally or on videotape	online tutorial videos	1
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows. [SEP] a GUI operating system for personal computers.	windows	-1
It was very easy to just pick up and use-- It did not take long to get used to the Mac OS. [SEP] take, hold, or deploy (something) as a means of accomplishing or achieving something; employ take or consume (an amount) from a limited supply describing an action or situation that was done repeatedly or existed for a period in the past be or become familiar with (someone or something) through experience one would like or benefit from	use	1
It is well worth the money it cost, Very good investment. [SEP] (of an object or action) require the payment of (a specified sum of money) before it can be acquired or done estimate the price of	cost	1
Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap; [SEP] a GUI operating system for personal computers. [SEP] twenty-four hours a day, seven days a week; all the time [SEP] a person or thing that starts in a specified way an automatic device for starting a machine, especially the engine of a vehicle the first course of a meal. a plan or idea that has a chance of succeeding and is therefore worthy of consideration a bacterial culture used to initiate souring in making yogurt, cheese, or butter.	Windows 7 Starter	0
This computer had exactly the specifications I needed. [SEP] an act of identifying something precisely or of stating a precise requirement a detailed description of the design and materials used to make something	specifications	1
My kids (and dogs) destroyed two power cords by pulling on them. [SEP] A flex attached to an electrical appliance that uses more current than does a light, and having a plug at the end for connection to the mains.	power cords	0
I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features. [SEP] a technology allowing a touchscreen, trackpad, etc., to register multiple points of contact made on the surface simultaneously. [SEP] a distinctive attribute or aspect of something a newspaper or magazine article or a broadcast programme devoted to the treatment of a particular topic, typically at length	multi-touch features	1
The screen is a little glary, and I hated the clicking buttons, but I got used to them. [SEP] a fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	-1
Not to mention, the battery life is absolutely amazing. [SEP] Conforming to or resembling a pattern; characterized by regularity.	battery life	1
Windows also shuts the computer down for no reason without warning. [SEP] a GUI operating system for personal computers.	Windows	-1
not using wired lan not sure what thats about. [SEP] a male domestic servant.	wired lan	0
Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone. [SEP] a disk drive used to read from and write to a hard disk.	hard drive	-1
It's fast and has excellent battery life. [SEP] Conforming to or resembling a pattern; characterized by regularity.	battery life	1
Apple care included. [SEP] the tough central part of an apple, containing the seeds	Apple care	0
Features like the font are very block-like and old school. [SEP] a distinctive attribute or aspect of something a newspaper or magazine article or a broadcast programme devoted to the treatment of a particular topic, typically at length	Features	-1
It is loaded with programs that is of no good for the average user, that makes it run way to slow. [SEP] a set of related measures or activities with a particular long-term aim a series of coded software instructions to control the operation of a computer or other machine in the least. a presentation or item on television or radio, especially one broadcast regularly between stated times a sheet or booklet giving details of items or performers at an event or performance	programs	-1
I feel that it was poorly put together, because once in a while different plastic pieces would come off of it. [SEP] a synthetic material made from a wide range of organic polymers such as polyethylene, PVC, nylon, etc., that can be moulded into shape while soft, and then set into a rigid or slightly elastic form [SEP] an assortment of small items.	plastic pieces	-1
Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time. [SEP] Lesbian, gay, and bisexual; also (occasionally) as noun. [SEP] an uncastrated male sheep. a battering ram. the falling weight of a piledriving machine. a hydraulic water-raising or lifting machine. [SEP] a thin piece of wood that has fallen or been cut off a tree. a long, thin piece of something a threat of punishment or unwelcome measures (often contrasted with the offer of reward as a means of persuasion) severe criticism or treatment rural areas far from cities or civilization a person of a specified kind a large quantity of unsold stock, especially the proportion of shares which must be ta	2GB RAM stick	0
Windows is also rather unsteady on its feet and is susceptible to many bugs. [SEP] a GUI operating system for personal computers.	Windows	-1
After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac. [SEP] a fragment of endoplasmic reticulum and attached ribosomes obtained by the centrifugation of homogenized cells. [SEP] a single distinct meaningful element of speech or writing, used with others (or sometimes alone) to form a sentence and typically shown with a space on either side when written or printed a command, password, or signal one's account of the truth, especially when it differs from that of another person the text or spoken part of a play, opera, or other performed piece; a script a basic unit of data in a computer, typically 16 or 32 bits long. [SEP] in support of or in favour of (	Microsoft Word for Mac	0
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE. [SEP] a written guarantee in the slightest. issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief [SEP] a commercial business the fact or condition of being with another or others, especially in a way that provides friendship and enjoyment a number of individuals gathered together a flock of wigeon (ducks)	WARRANTY COMPANY	-1
then on top of it all their cusromer service center is in the middle east. [SEP] a person who buys goods or services from a shop or business a person of a specified kind with whom one has to deal [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport in the least. communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching	cusromer service center	-1
The only bad part is the size/weight. [SEP] the relative extent of something; a thing's overall dimensions or magnitude; how big something is each of the classes, typically numbered, into which garments or other articles are divided according to how large they are	size	-1
The little battery that it did have would only last about an hour while just having it on the desktop. [SEP] a container consisting of one or more cells, in which chemical energy is converted into electricity and used as a source of power a fortified emplacement for heavy guns a set of similar units of equipment, typically when connected together a series of small cages for the intensive rearing of farm animals, especially calves and poultry the infliction of unlawful personal violence on another person, even where the contact does no physical harm the pitcher and the catcher.	battery	-1
I liked the aluminum body. [SEP] = aluminium sulphate. [SEP] the physical structure, including the bones, flesh, and organs, of a person or an animal the main section of a motor vehicle or aircraft the main or central part of something, especially a building or text a large amount or collection of something a material object a full or substantial quality of flavour in wine a woman's close-fitting stretch garment for the upper body, fastening at the crotch. (in pottery) a clay used for making the main part of ceramic ware, as distinct from a glaze.	aluminum body	1
Its good for playing my apps on Facebook or watching movies. [SEP] the playing of card games.	playing	1
From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple. [SEP] construct (something) by putting parts or material together make stronger or more intense [SEP] the standard of something as measured against other things of a similar kind in the slightest. the degree of excellence of something a distinctive attribute or characteristic possessed by someone or something	build quality	-1
I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file. [SEP] an enclosed area of water in a good deal of port for the loading, unloading, and repair of ships a device in which a laptop, smartphone, or other mobile device may be placed for charging, providing access to a power supply and to peripheral devices or auxiliary features; a docking station.	dock	1
pretty much everything else about the computer is good it just stops working out of no were. [SEP] having paid employment functioning or able to function (of a theory, definition, or title) used as the basis for work or argument and likely to be developed or improved later	working	-1
It was truly a great computer costing less than one thousand bucks before tax. [SEP] the proposed or estimated cost of producing or undertaking something	costing	1
Now,,,,,my monitor has been acting up for about 2 months. [SEP] a device used for observing, checking, or keeping a continuous record of something a television receiver used in a studio to select or verify the picture being broadcast from a particular camera a school pupil with disciplinary or other special duties a large tropical Old World lizard with a long neck, narrow head, forked tongue, strong claws, and a short body. Monitors were formerly believed to give warning of crocodiles. a shallow-draught warship mounting one or two heavy guns for bombardment.	monitor	-1
Also, the extended warranty was a problem. [SEP] made larger; enlarged [SEP] a written guarantee, issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief	extended warranty	-1
Boots up fast and runs great! [SEP] Fully or mostly committed, reserved, etc.; busy, full.	Boots up	1
Lightweight and the screen is beautiful! [SEP] a fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	1
I needed a driver for my HP and they would not help me with out me paying over $50 for it. [SEP] a person who drives a vehicle a wheel or other part in a mechanism that receives power directly and transmits motion to other parts to some certain extent. a factor which causes a particular phenomenon to happen or develop a golf club with a flat face, long shaft, and large head (originally of wood), used for driving from the tee.	driver	0
Call tech support, standard email the form and fax it back in to us. [SEP] technology. an educational institution specializing in technology or applied sciences; a technical college. [SEP] bear all or part of the weight of; hold up give assistance to, especially financially suggest the truth of; corroborate (of a computer or operating system) allow the use or operation of (a program, language, or device) endure; tolerate	tech support	0
They sent it back with a huge crack in it and it still didn't work. [SEP] activity involving mental or physical effort done in order to achieve a purpose or result a task or tasks to be undertaken a thing or things done or made; the result of an action a place or premises in which industrial or manufacturing processes are carried out the operative part of a clock or other machine a defensive structure the exertion of force overcoming resistance or producing molecular change in the slightest. everything needed, desired, or expected	work	-1
A coupla months later, they change my hard drive. [SEP] a disk drive used to read from and write to a hard disk.	hard drive	-1
They say sorry out of warranty. [SEP] a written guarantee in the least. issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief	warranty	-1
I bought this laptop because of the performance to price ratio. [SEP] an act of presenting a play, concert, or other form of entertainment the action or process of performing a task or function	performance	1
PC never worked right even after BIOS fixed. [SEP] a set of computer instructions in firmware which control input and output operations.	BIOS	-1
After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues. [SEP] a plan or drawing produced to show the look and function or workings of a building, garment, or other object before it is made a decorative pattern purpose or planning that exists behind an action, fact, or object	design	1
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you. [SEP] the relative extent of something; a thing's overall dimensions or magnitude; how big something is each of the classes, typically numbered, into which garments or other articles are divided according to how large they are	size	1
The service I received from Toshiba went above and beyond the call of duty. [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	service	1
Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc. [SEP] costing a great deal; expensive	priced	-1
I would recommend it just because of the internet speed probably because thats the only thing i really care about. [SEP] a global computer network providing a variety of information and communication facilities, consisting of interconnected networks using standardized communication protocols [SEP] the rate at which someone or something moves or operates or is able to move or operate each of the possible gear ratios of a bicycle or motor vehicle. the light-gathering power or f-number of a camera lens. an amphetamine drug, especially methamphetamine. success; prosperity	internet speed	1
There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc. [SEP] a set of related measures or activities with a particular long-term aim a series of coded software instructions to control the operation of a computer or other machine to some certain extent. a presentation or item on television or radio, especially one broadcast regularly between stated times a sheet or booklet giving details of items or performers at an event or performance	programs	0
The screen shows great colors. [SEP] a fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in half-tone reproduction. a system of checking a person or thing for the presence or absence of something, typically a disease a detachment of troops or ships detailed to cover the movements of the main body a large sieve or riddle, especially one for sorting substances such as gr	screen	1
I have no idea how to burn cd's or to use the web cam, just for starters. [SEP] The process or practice of burning a CD or CDs.	burn cd's	0
The 17 inch screen is very large, but the computer is very light. [SEP] (in the US) films classified as suitable for adults only in the slightest. [SEP] a unit of linear measure equal to one twelfth of a foot (2.54 cm) (as a unit of rainfall) a quantity that would cover a horizontal surface to a depth of one inch, equivalent to 253.7 cubic metres per hectare [SEP] a fixed or movable upright partition used to divide a room, give shelter from draughts, heat, or light, or to provide concealment or privacy a flat panel or area on an electronic device such as a television, computer, or smartphone, on which images and data are displayed a transparent finely ruled plate or film used in h	17 inch screen	-1
My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge. [SEP] bear all or part of the weight of; hold up give assistance to, especially financially suggest the truth of; corroborate (of a computer or operating system) allow the use or operation of (a program, language, or device) endure; tolerate	support	-1
For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload. [SEP] a standard for the short-range wireless interconnection of mobile phones, computers, and other electronic devices.	Bluetooth	0
I also liked the glass screen. [SEP] a bright green colour like that of grass	glass screen	1
The switchable graphic card is pretty sweet when you want gaming on the laptop. [SEP] relating to visual art, especially involving drawing, engraving, or lettering giving clear and vividly explicit details of or in the form of a good deal of graph. of or denoting rocks having a surface texture resembling cuneiform writing.	switchable graphic card	1
It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome. [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	service	-1
The battery life has not decreased since I bought it, so i'm thrilled with that. [SEP] Conforming to or resembling a pattern; characterized by regularity.	battery life	1
When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support. [SEP] a service provided by a hardware or software company which provides registered users with help and advice about their products.	technical support	-1
I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR. [SEP] a sturdy item of footwear covering the foot and ankle, and sometimes also the lower leg to some certain extent. a hard kick an enclosed space at the back of a car for carrying luggage or other goods. the process of starting a computer and putting it into a state of readiness for operation [SEP] manager. Monseigneur. Monsignor	BOOT MGR	0
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds. [SEP] a return to a normal state of health, mind, or strength the action or process of regaining possession or control of something stolen or lost the process of removing or extracting an energy source or industrial chemical for use, reuse, or waste treatment [SEP] a compact disc.	recovery cd	-1
The price and features more than met my needs. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a great deal of condition of achieving an objective	price	1
Skype is just so dang cool with this machine too. [SEP] have a spoken conversation with (someone) over the internet using the software application Skype, typically also viewing by webcam	Skype	1
the mouse buttons are hard to push. [SEP] A control button on a mouse.	mouse buttons	-1
Also, HDD secures inside using rails, and there is only one set on the main hard drive. [SEP] hard disk drive.	HDD	1
All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio. [SEP] the standard of something as measured against other things of a similar kind; the degree of excellence of something a distinctive attribute or characteristic possessed by someone or something	quality	1
(Beware, their staff could send you back making you feel that only they know what a computer is. [SEP] not found	staff	-1
My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit. [SEP] not found	GarageBand	0
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway). [SEP] a written guarantee, issued to the purchaser of an article by its manufacturer, promising to repair or replace it if necessary within a specified period of time justification or grounds for an action or belief	warranty	0
and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective	price	-1
A great computer for light home use and business use. [SEP] the government of a colony, dependent country, or region by its own citizens, in particular as advocated for Ireland 1870–1914.	home use	1
